"compound_id"	"compound_name"	"equivalent_structures"	"primary_moa"	"moas"	"primary_target_gene_symbol"	"phase"	"rdkit_smiles"	"CAS"
"02a1f653bb3d914ed2e7dfa32371fea0"	"NCGC00168459-01"	"[NCGC00168459, NCGC00168788]"	"Phosphodiesterase 4 Inhibitor"	"[Phosphodiesterase 4 Inhibitor, Phosphodiesterase Iiii (pde4) Inhibitor, Phosphodiesterase Pde4 Inhibitor]"	"PDE4A"	"[Preclinical, Unknown]"	"[COc1ccc(OC)c(-c2nnc3ccc(-c4ccc(OC)c(O[C@@H]5CCOC5)c4)nn23)c1, COc1ccc(OC)c(-c2nnc3ccc(-c4ccc(OC)c(O[C@H]5CCOC5)c4)nn23)c1, COc1ccc(OC)c(-c2nnc3ccc(-c4ccc(OC)c(OC5CCOC5)c4)nn23)c1]"	"1172617-47-8"
"02ffae03d0632ff16dba452104ff4230"	"TG100-115"	"[NCGC00346508]"	"Phosphatidylinositol 3-kinase (pi3k) Inhibitor"	"[Phosphatidylinositol 3-kinase (pi3k) Inhibitor, Pi3k Inhibitor]"	"PIK3CA"	"[Phase II, Phase I/II]"	"[Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1]"	"677297-51-7"
"03033b3d450c4a06af1179726103fa41"	"SUFUGOLIX"	"[NCGC00509985]"	"Gonadotropin Releasing Hormone Receptor Antagonist"	"[Gonadotropin Releasing Hormone Receptor Antagonist, Gnrh (lhrh) Receptor Antagonist]"	"GNRHR"	"[Phase II, Discontinued]"	"[CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1]"	"308831-61-0"
"03305681af9959b593f918ac0c308d16"	"Clarithromycin"	"[NCGC00178054, NCGC00260449, MLS001201751, NCGC00095117, NCGC00389436, MLS000759516, MLS001424066]"	"Macrolide Antibiotic"	"[Macrolide Antibiotic]"	""	"[Unknown, Approved]"	"[CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O, CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O, CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O, CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)C(C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O, CCC1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)C(O)C(C)O2)C(C)[C@@H](O[C@@H]2OC(C)CC(N(C)C)C2O)[C@@](C)(OC)CC(C)C(=O)[C@@H](C)C(O)[C@]1(C)O, CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O]"	"81103-11-9"
"033c249e44ec1f30d891e0022b3f8d17"	"Rwj-67657"	"[NCGC00241112]"	"P38 Mapk Inhibitor"	"[P38 Mapk Inhibitor, Il-1beta Production Inhibitor/tnf-alpha Production Inhibitor, Tumor Necrosis Factor Alpha Production Inhibitor, Interleukin 1 Beta Production Inhibitor, Mitogen-activated Protein Kinase (mapk) Inhibitor]"	"MAPK14"	"[Phase I]"	"[OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1]"	"215303-72-3"
"0342ef346f77acff06a7ad14009407d9"	"Nvp-bhg712"	"[NCGC00249391]"	"Raf Kinase B/c Inhibitor"	"[Raf Kinase B/c Inhibitor, Serine/threonine-protein Kinase B-raf Inhibitor]"	"BRAF"	"[Preclinical, Unknown]"	"[Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C]"	"940310-85-0"
"0349a36d2ced17ec3e4edc6415097cb6"	"Bi-d1870"	"[NCGC00651728, NCGC00386218, NCGC00263086]"	"Mapkap-k1 (rsk; P90rsk) Inhibitor"	"[Mapkap-k1 (rsk; P90rsk) Inhibitor, Rsk Inhibitor, Ribosomal Protein S6 Kinase Alpha-1 Inhibitor, Ribosomal Protein S6 Kinase Alpha-2 Inhibitor, Ribosomal Protein S6 Kinase Alpha-3 Inhibitor]"	"RPS6KA1"	"[Preclinical, Unknown]"	"[CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C, CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)[C@H]1C, CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=N)C1C]"	"501437-28-1"
"0366c67d0869e30593dfa48421c5868a"	"Ml-390"	"[NCGC00507887]"	"Dihydroorotate Dehydrogenase Inhibitor"	"[Dihydroorotate Dehydrogenase Inhibitor, Dhodh Inhibitor]"	"DHODH"	"[Preclinical, Unknown]"	"[O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21]"	""
"0371b838e08fdafc6ed09464dc01ef56"	"Diosgenin"	"[NCGC00180766, NCGC00386027, NCGC00390194, NCGC00160163, NCGC00178474, NCGC00095204]"	"Cyclooxygenase Up-regulator"	"[Cyclooxygenase Up-regulator]"	"PTGS2"	"[Preclinical, Unknown]"	"[CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C, C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2, C[C@H]1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC32C)O[C@]12CC[C@@H](C)CO2, C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C, C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2, CC1CC[C@@]2(OC1)OC1CC3C4CC=C5CC(O)CC[C@@]5(C)C4CC[C@]3(C)C1C2C, C[C@H]1C2C(CC3C4CC=C5C[C@@H](O)CC[C@]5(C)C4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2]"	"512-04-9"
"0390125b3512098d6016e1170cbe2a44"	"Ipa-3"	"[NCGC00186047, NCGC00261957]"	"Serine/threonine-protein Kinase Pak 1 Inhibitor"	"[Serine/threonine-protein Kinase Pak 1 Inhibitor, P21-activated Kinase 1 (pak1) Inhibitor, P21-activated Kinase 1 (pak1) Inhibitors]"	"PAK1"	"[Preclinical, Unknown, Biological Testing]"	"[Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12]"	"42521-82-4"
"039dea90addcbe7d22124f57736b75c2"	"Ly-3177833"	"[NCGC00498439]"	"Cdk 7 Inhibitor"	"[Cdk 7 Inhibitor, Cell Division Cycle 7-related Protein Kinase Inhibitor]"	"CDC7"	"[Preclinical]"	"[C[C@@]1(c2ncncc2F)NC(=O)c2cc(-c3cn[nH]c3)ccc21]"	"1627696-51-8"
"03a7a6250495d0e2b252b3441b306e19"	"Allopurinol"	"[NCGC00388386, NCGC00260787, NCGC00258476, NCGC00091134, NCGC00188948, NCGC00178999, MLS000069453, AB07949240, NCGC00015094, NCGC00094580, MLS001148183, NCGC00093369]"	"Xanthine Dehydrogenase/oxidase Inhibitor"	"[Xanthine Dehydrogenase/oxidase Inhibitor, Xanthine Oxidase Inhibitor, Breast Cancer-resistant Protein Inhibitor]"	"XDH"	"[Phase II, Approved]"	"[O=C1N=CN=C2N=NC=C12, Oc1ncnc2[nH]ncc12, O=c1ncnc2[nH][nH]cc1-2, Oc1[nH]cnc2nncc1-2, O=c1[n-]cnc2[nH]ncc12.[Na+], O=c1[nH]cnc2[nH]ncc12, O=c1nc[nH]c2n[nH]cc12]"	"315-30-0"
"03b2cb64b4ac2df8accefdcfb85d5cc8"	"Mk-4101"	"[NCGC00496841]"	"Smo Inhibitor"	"[Smo Inhibitor, Smoothened Receptor Antagonist]"	"SMO"	"[Phase I]"	"[Cn1c(-c2ccccc2C(F)(F)F)nnc1C12CCC(c3noc(C4CC(F)(F)C4)n3)(CC1)CC2]"	"935273-79-3"
"03ba347ff786342a70023d4ce5b6021e"	"Dabrafenib"	"[NCGC00346716]"	"Raf Kinase B Inhibitor"	"[Raf Kinase B Inhibitor, Serine/threonine-protein Kinase B-raf Inhibitor, Multidrug Resistance Protein 1 Inhibitor, Breast Cancer-resistant Protein Inhibitor, Serine/threonine-protein Kinase B-raf (val600glu Mutant) Inhibitor]"	"BRAF"	"[Phase III, Approved]"	"[CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1, CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O]"	"1195765-45-7"
"03be2c14a40e62277165e1dc7087adeb"	"Flecainide"	"[NCGC00016874, NCGC00025175, MLS001148177, NCGC00093934, MLS000069675, NCGC00023695, NCGC00015443, NCGC00257762, MLS002222300]"	"Sodium Channel Protein Type 5 Subunit Alpha Blocker"	"[Sodium Channel Protein Type 5 Subunit Alpha Blocker, Sodium Channel Protein Type 5 Subunit Alpha (nav1.5) Channel Blocker, Nav1.5 (cardiac/skmii) Sodium Channel Blockers]"	"SCN5A"	"[Unknown, Approved]"	"[O=C(NC[C@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F, O=C(NC[C@@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F, O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F, CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F]"	"54143-56-5"
"03c098ad18af1c567fb530bef612699d"	"Kw-2478"	"[NCGC00346685]"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"[Heat Shock Protein 90 (hsp90) Inhibitor]"	"HSP90AB1"	"[Discontinued, Phase I/II]"	"[CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC]"	"819812-04-9"
"03e58f74a489770e25ab735967d757fa"	"PIMAGEDINE"	"[MLS001335903, NCGC00260788, NCGC00260735, NCGC00096053, NCGC00255912, NCGC00093564, NCGC00015082, NCGC00093600, NCGC00475979, NCGC00024791, MLS001335904]"	"Nos-2 Inhibitor"	"[Nos-2 Inhibitor, Nitric Oxide Synthase, Inducible Inhibitor, Age Inhibitor (maillard's Reaction Inhibitor]"	"NOS2"	"[Phase III, Unknown]"	"[N=C(N)NN.N=C(N)NN.O=S(=O)(O)O, Cl.N=C(N)NN, N=C(N)NN, NN=C(N)N.NN=C(N)N.O=S(=O)(O)O, NN=C(N)N, N=C(N)NN.O=S(=O)(O)O]"	"1937-19-5"
"040b6da84be10e064c225c3c22174fa7"	"VOLASERTIB"	"[NCGC00386176, NCGC00485964, NCGC00387812, NCGC00263087]"	"Serine/threonine-protein Kinase Plk1 Inhibitor"	"[Serine/threonine-protein Kinase Plk1 Inhibitor, Polo-like Kinase-1 (plk-1) Inhibitor]"	"PLK1"	"[Phase III, Phase II, Unknown]"	"[CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCC(N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C, CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C.Cl.Cl.Cl, CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C, CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCC(N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C]"	"755038-65-4"
"043500a81f763d925f0de7fcadf2d4fa"	"NITAZOXANIDE"	"[NCGC00090774, AB02540575, NCGC00258778, MLS000759492]"	"Anti-helmenthic"	"[Anti-helmenthic, Antiprotozoal Agent]"	""	"[Approved]"	"[CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1]"	"55981-09-4"
"048d2de8c84520a580e3dc2da0800aea"	"Nimorazole"	"[MLS002703984, NCGC00261977]"	"Radiosensitizers"	"[Radiosensitizers, Radiosensitizer, Na]"	"CAT"	"[Approved]"	"[O=[N+]([O-])c1cncn1CCN1CCOCC1]"	"6506-37-2"
"04b5d553fea4fcfeab7d296e32f2e0d8"	"Rutaecarpine"	"[NCGC00261776, NCGC00015892, NCGC00094364, MLS002153304]"	"Cyclooxygenase-2 Inhibitor"	"[Cyclooxygenase-2 Inhibitor]"	"PTGS2"	"[Preclinical, Unknown]"	"[Cl.O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12, O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12]"	"84-26-4"
"04eb665213f8ccb65d7a446d924a01d1"	"ERDAFITINIB"	"[NCGC00475735]"	"Fgfr 1/2/3/4 Inhibitor"	"[Fgfr 1/2/3/4 Inhibitor, Fibroblast Growth Factor Receptor 3 Inhibitor, Fibroblast Growth Factor Receptor 2 Inhibitor, Fibroblast Growth Factor Receptor 4 Inhibitor, Fibroblast Growth Factor Receptor 1 Inhibitor]"	"FGFR1"	"[Phase III, Phase II, Unknown]"	"[[2H]C([2H])([2H])n1cc(-c2cnc3ccc(N(CCNC(C)C)c4cc(OC)cc(OC)c4)cc3n2)cn1, COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1, [2H]C([2H])([2H])Oc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1, COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl, [2H]C([2H])([2H])Oc1cc(OC([2H])([2H])[2H])cc(N(c2ccc3ncc(-c4cnn(C)c4)nc3c2)C([2H])([2H])C([2H])([2H])NC(C)C)c1]"	"1346242-81-6"
"04f4e2cc2234860f954b8aae68cb016f"	"Flumazenil"	"[MLS000028850, MLS001424108, NCGC00025116, MLS000759529, MLS001076354, NCGC00261191, NCGC00015439]"	"Gaba(a) Bz Site Receptor Antagonists"	"[Gaba(a) Bz Site Receptor Antagonists, Gamma-aminobutyric Acid Receptor (a) Bz Site Antagonist, Gaba(a) Bz Site Receptor Antagonist]"	"GABRA1"	"[Approved]"	"[CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2]"	"78755-81-4"
"050b0bca7cc720fc3fb914457e73ad1d"	"Auranofin"	"[NCGC00685239, NCGC00381749, NCGC00261731, NCGC00186636, NCGC00160391]"	"Thioredoxin Reductase Inhibitor"	"[Thioredoxin Reductase Inhibitor, Thioredoxin Reductase Inhibitors, Ubiquitin C-terminal Hydrolase L5 Inhibitor, Ubiquitin C-terminal Hydrolase 14 Inhibitor]"	"TXNRD1"	"[Approved]"	"[CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O, CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O, CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O]"	"34031-32-8"
"0518ad3b2bdfa65f13cf9d5612a2e62c"	"ARECOLINE"	"[NCGC00162053, MLS000028840, NCGC00093563, NCGC00260734, MLS002222282, NCGC00015075]"	"Muscarinic Receptor Agonists"	"[Muscarinic Receptor Agonists]"	"CHRM1"	"[Unknown, Phase I]"	"[Br.COC(=O)C1=CCCN(C)C1, COC(=O)C1=CCCN(C)C1]"	"300-08-3"
"0519f3b2173a26f24cbec95834921a69"	"Vorapaxar sulfate"	"[NCGC00263108, NCGC00482976]"	"Proteinase-activated Receptor 1 Antagonist"	"[Proteinase-activated Receptor 1 Antagonist, Par1 Antagonist, Cytochrome P450 Family 3 Subfamily A Member 4 Inhibitor, Multidrug Resistance Protein 1 Inhibitor]"	"PAR1"	"[Phase III, Unknown, Approved]"	"[CCOC(=O)N[C@@H]1CC[C@H]2[C@H](/C=[14CH]/c3ccc(-c4cccc(F)c4)cn3)[C@@H]3[C@@H](C)OC(=O)[C@@H]3C[C@@H]2C1, CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1.O=S(=O)(O)O, CCOC(=O)NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=Cc1ccc(-c2cccc(F)c2)cn1, CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)C1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1, CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1]"	"618385-01-6"
"051bf52fed3c5c7109a46b54dd5dc305"	"Prednisolone acetate"	"[MLS000028512, NCGC00018184, MLS001148097, MLS000861600, NCGC00178609, NCGC00094765, NCGC00021925, NCGC00389395]"	"Glucocorticoid Receptor Agonist"	"[Glucocorticoid Receptor Agonist, Glucocorticoid Steroid]"	"NR3C1"	"[Unknown, Approved]"	"[CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)C[C@]21C, CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3[C@@H](O)C[C@@]21C, CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C, CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C, CC(=O)OCC(=O)[C@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)C[C@@]21C]"	"52-21-1"
"055065b603326cb085feea5cea0d44e7"	"Irsogladine maleate"	"[MLS004774154, MLS001401459, NCGC00160397]"	"M1 Muscarinic Acetylcholine Receptor Antagonists"	"[M1 Muscarinic Acetylcholine Receptor Antagonists, M1 Muscarinic Acetylcholine Receptor Antagonist, Muscarinic Acetylcholine Receptor M1 Antagonist]"	"CHRM1"	"[Unknown, Approved]"	"[Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O, Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1, Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)C=CC(=O)O]"	"84504-69-8"
"0590c0ee3443b923b15ee0ad8c20f852"	"PF-06447475"	"[NCGC00390733]"	"Lrrk2 Inhibitor"	"[Lrrk2 Inhibitor, Leucine-rich Repeat Kinase 2 Inhibitor]"	"LRRK2"	"[Preclinical, Unknown]"	"[N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1]"	"1527473-33-1"
"05955761573c44f12f70a68ab48a96b2"	"ONO-4817"	"[NCGC00378675]"	"Matrix Metalloproteinase Inhibitor"	"[Matrix Metalloproteinase Inhibitor, Matrix Metalloproteinase (mmp) Inhibitor]"	"MMP1"	"[Phase I]"	"[CCOCOC[C@H](C[C@H](C)C(=O)NO)NC(=O)c1ccc(Oc2ccccc2)cc1]"	"223472-31-9"
"05b44ba4e3b1ceee4f3d09fc1ffc56ef"	"Piraxostat"	"[NCGC00263135]"	"Xanthine Oxidase Inhibitor"	"[Xanthine Oxidase Inhibitor, Xanthine Dehydrogenase/oxidase Inhibitor]"	"XDH"	"[Discontinued, Unknown]"	"[CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N]"	"206884-98-2"
"05b971d943e94f52013948f0ebe60f98"	"ATORVASTATIN CALCIUM"	"[NCGC00160531, NCGC00390360, NCGC00159458, MLS001306452, NCGC00178617, NCGC00260759, NCGC00381738, NCGC00255845, NCGC00482521, NCGC00485003, NCGC00408820, NCGC00255181]"	"Hmg-coa Reductase Inhibitor"	"[Hmg-coa Reductase Inhibitor, Dipeptidyl Peptidase Iv Inhibitor, Fas Ligand Expression Inhibitor, Pregnane X Receptor Agonist]"	"HMGCR"	"[Unknown, Approved]"	"[CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O[Ca]OC(=O)C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)c(-c2ccccc2)c(C(=O)Nc2ccccc2)c1C(C)C, CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@@H](O)CC(=O)O, CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2], CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)[O-], CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+], CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].O.O.O.[Ca+2], CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-], CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-], CC(C)c1c(C(=O)c2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-], CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O, CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O, CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O.CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O]"	"134523-03-8"
"05be2b7f51ce21c95cb66b2f810aca0f"	"Ciclopirox"	"[NCGC00017112, MLS002153867, MLS003170863, NCGC00094623, NCGC00178850]"	"Catalase Modulator"	"[Catalase Modulator, Antifungal Agent, Serine/threonine-protein Kinase Mtor Inhibitor, Ros Stimulant, Autophagy Inducer]"	"CAT"	"[Approved]"	"[Cc1cc(C2CCCCC2)n(O)c(=O)c1, Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO]"	"29342-05-0"
"05e25e8ad1b916cf906e971039a47d0e"	"Fruquintinib"	"[NCGC00481603]"	"Vegfr-1/2/3 Inhibitor"	"[Vegfr-1/2/3 Inhibitor, Vascular Endothelial Growth Factor Receptor 3 Inhibitor, Vascular Endothelial Growth Factor Receptor 2 Inhibitor, Vascular Endothelial Growth Factor Receptor 1 Inhibitor]"	"FLT1"	"[Approved]"	"[CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12]"	"1194506-26-7"
"0616cbf1cc827bf825a14c33f5d186b9"	"LEVALBUTEROL HYDROCHLORIDE"	"[NCGC00094582, NCGC00016736, MLS001423971, NCGC00258354, NCGC00015955, NCGC00024698]"	"Beta2-adrenoceptor Agonists"	"[Beta2-adrenoceptor Agonists, Beta2-adrenoceptor Agonist, Beta-2 Adrenergic Receptor Agonist]"	"ADRB2"	"[Unknown, Approved]"	"[CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O, CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.Cl, CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl, CC(C)(C)NCC(O)c1ccc(O)c(CO)c1, CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1, CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1]"	"18559-94-9"
"0634988051314d2a05f4a3fd1b9f273c"	"Amg-tie2-1"	"[NCGC00263199]"	"Angiopoietin-1 Receptor Inhibitor"	"[Angiopoietin-1 Receptor Inhibitor, Tie-2 Kinase Inhibitor, Vascular Endothelial Growth Factor Receptor 2 Inhibitor, Tyrosine-protein Kinase Yes Inhibitor, Tie-2 Inhibitor]"	"TEK"	"[Preclinical, Unknown]"	"[CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1]"	"870223-96-4"
"06353790cbb8fc9ec9b88c0f0b7df2c1"	"gsk2578215a"	"[NCGC00370783]"	"Lrrk2 Inhibitor"	"[Lrrk2 Inhibitor, Leucine-rich Repeat Kinase 2 Inhibitor]"	"LRRK2"	"[Preclinical, Unknown]"	"[O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1]"	"1285515-21-0"
"0641e5c3f0e19bb325b4077ce749d986"	"Bx-795"	"[NCGC00250386]"	"Ikk-epsilon Inhibitor"	"[Ikk-epsilon Inhibitor, Serine/threonine-protein Kinase Ulk1 Inhibitor, Serine/threonine-protein Kinase Ulk2 Inhibitor, Serine/threonine-protein Kinase Tbk Inhibitor, 3-phosphoinositide-dependent Protein Kinase Inhibitor, Inhibitor Of Nuclear Factor Kappa-b Kinase Subunit Epsilon Inhibitor]"	"IKBKE"	"[preclinical, Preclinical, Unknown]"	"[O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1]"	"702675-74-9"
