"stripped_cell_line_name"	"CCLE_Name"	"Alias"	"COSMICID"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"primary_disease"	"Subtype"	"age"	"Sanger_Model_ID"	"depmap_public_comments"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"depmap_id"	"cdb.name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"EMT"	"NAPY"	"TNBC"
"BT16"	"BT16_SOFT_TISSUE"	""	NA	"Male"	"Academic lab"	2	-2.0316383	"Adherent"	"DMEM + 10% FBS"	"52.3"	"CVCL_M156"	"soft_tissue"	""	"Rhabdoid"	"Atypical Teratoid Rhabdoid Tumor (ATRT)"	2	""	""	"soft_tissue"	"ATRT"	""	""	"ACH-001020"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BT549"	"BT549_BREAST"	""	905951	"Female"	"ATCC"	3	-4.5319942	"Adherent"	"RPMI + 10% heat inactivated FBS"	"22.6"	"CVCL_1092"	"breast"	"Primary"	"Breast Cancer"	"Breast Ductal Carcinoma"	72	"SIDM00122"	""	"breast"	"breast_ductal_carcinoma"	"ERneg_HER2neg"	"basal_B"	"ACH-000288"	"BT-549"	"breast: ductal_carcinoma"	"Breast"	"Breast Carcinoma (BRCA)"	"Breast Invasive Ductal Carcinoma (IDC)"	NA	"Mesenchymal"	NA	"Breast Triple Negative"
"BXPC3"	"BXPC3_PANCREAS"	""	906693	"Female"	"ATCC"	2	-4.1994371	"Adherent"	"RPMI + 10% FBS"	"18.4"	"CVCL_0186"	"pancreas"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	61	"SIDM00132"	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000535"	"BxPC-3"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"Epithelial"	NA	NA
"C10"	"C10_LARGE_INTESTINE"	""	NA	"Male"	"ECACC"	2	-1.6121185	"Adherent"	"IMDM + 10% FBS + 2mM Glutamine"	"11.5"	"CVCL_5245"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	71	""	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-001454"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C2BBE1"	"C2BBE1_LARGE_INTESTINE"	""	910700	"Male"	"ATCC"	3	-4.1354914	"Adherent"	"DMEM + 10% FBS + Glutamine + Insulin-Transferrin-Selenium"	"5.8"	"CVCL_1096"	"Colon"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	72	"SIDM01233"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000009"	"C2BBe1"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"C32"	"C32_SKIN"	""	906830	"Male"	"ATCC"	2	-3.4421877	"Adherent"	"MEM + 10% FBS + 0.1mM NEAA"	"33.9"	"CVCL_1097"	"skin"	"Primary"	"Skin Cancer"	"Melanoma, amelanotic"	53	"SIDM00890"	""	"skin"	"melanoma"	"amelanotic"	""	"ACH-000580"	"C32"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Mesenchymal"	NA	NA
"C33A"	"C33A_CERVIX"	""	687505	"Female"	"ATCC"	2	-3.7596815	"Adherent"	"MEM + 10% FBS"	"44.7"	"CVCL_1094"	"cervix"	"Primary"	"Cervical Cancer"	"Carcinoma"	66	"SIDM00889"	""	"cervix"	"cervical_carcinoma"	""	""	"ACH-001333"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C4II"	"C4II_CERVIX"	""	NA	"Female"	"ATCC"	2	-4.375873	"Adherent"	"Waymouth's MB 752/1 + 10% FBS"	"12.7"	"CVCL_1095"	"cervix"	"Primary"	"Cervical Cancer"	"Carcinoma"	41	"SIDM00906"	""	"cervix"	"cervical_carcinoma"	""	""	"ACH-001335"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C75"	"C75_LARGE_INTESTINE"	""	NA	"Male"	"ECACC"	2	-2.2963084	"Adherent"	"IMDM + 10% FBS + 2mM Glutamine"	"57.1"	"CVCL_5248"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	56	""	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-001458"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C80"	"C80_LARGE_INTESTINE"	""	NA	"Male"	"ECACC"	2	-2.5187772	"Adherent"	"IMDM + 10% FBS + 2mM Glutamine"	"10.8"	"CVCL_5249"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	69	""	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-001459"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C8166"	"C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Unknown"	"Sigma-Aldrich"	2	-2.8123247	"Suspension"	"RPMI + 10% FBS"	"20.5"	"CVCL_1099"	"haematopoietic_and_lymphoid_tissue"	""	"Lymphoma"	"ATL"	NA	"SIDM00072"	""	"lymphocyte"	"ATL"	""	""	"ACH-000206"	"C8166"	"Lymph"	"Lymph"	NA	NA	NA	NA	NA	NA
"C84"	"C84_LARGE_INTESTINE"	""	NA	"Male"	"ECACC"	2	-4.1117076	"Mixed adherent and suspension"	"IMDM + 10% FBS + 1% Glutamax"	"9.4"	"CVCL_5250"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	67	""	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-001460"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C99"	"C99_LARGE_INTESTINE"	""	NA	"Male"	"ECACC"	2	-1.5685765	"Adherent"	"IMDM + 10% FBS + 2mM Glutamine"	"54.6"	"CVCL_8176"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	69	""	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-001461"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CAKI1"	"CAKI1_KIDNEY"	""	905963	"Male"	"ATCC"	2	-2.7199816	"Adherent"	"McCoy's 5A + 10% FBS"	"49.5"	"CVCL_0234"	"skin"	"Metastasis"	"Kidney Cancer"	"Renal Carcinoma, clear cell"	49	"SIDM00941"	""	"kidney"	"renal_cell_carcinoma"	"clear_cell"	""	"ACH-000433"	"Caki-1"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"Mesenchymal"	NA	NA
"CAKI2"	"CAKI2_KIDNEY"	""	NA	"Male"	"ATCC"	2	-2.9532949	"Adherent"	"McCoy's 5A + 10% FBS"	"44.5"	"CVCL_0235"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Carcinoma, clear cell"	69	""	""	"kidney"	"renal_cell_carcinoma"	"clear_cell"	""	"ACH-000234"	"Caki-2"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"Mesenchymal"	NA	NA
"CAL120"	"CAL120_BREAST"	""	906826	"Female"	"DSMZ"	2	-4.0641982	"Adherent"	"DMEM + 10% FBS"	"19.8"	"CVCL_1104"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Carcinoma"	43	"SIDM00940"	""	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_B"	"ACH-000212"	"CAL-120"	"breast: carcinoma"	"Breast"	"Breast Carcinoma (BRCA)"	NA	NA	"Mesenchymal"	NA	"Breast Triple Negative"
"CAL12T"	"CAL12T_LUNG"	""	753540	"Male"	"DSMZ"	2	-2.3794738	"Adherent"	"DMEM + 10% FBS"	"15.8"	"CVCL_1105"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	NA	"SIDM00939"	""	"lung"	"NSCLC"	""	""	"ACH-000826"	"CAL-12T"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"Epithelial"	NA	NA
"CAL27"	"CAL27_UPPER_AERODIGESTIVE_TRACT"	""	910916	"Male"	"ATCC"	1	-3.428613	""	"DMEM + 10% FBS"	"14.3"	"CVCL_1107"	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma"	56	"SIDM00937"	""	"upper_aerodigestive"	"upper_aerodigestive_squamous"	""	""	"ACH-000832"	"CAL 27"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"Epithelial"	NA	NA
"CAL29"	"CAL29_URINARY_TRACT"	""	1290730	"Female"	"DSMZ"	2	-3.5693741	"Adherent"	"DMEM + 10% FBS"	"17.2"	"CVCL_1808"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Transitional Cell Carcinoma"	80	"SIDM00936"	""	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"ACH-000142"	"CAL-29"	"urinary_tract: transitional_cell_carcinoma"	"Bladder_Urinary_Tract"	"Bladder Urothelial Carcinoma (BLCA)"	NA	NA	"Epithelial"	NA	NA
"CAL33"	"CAL33_UPPER_AERODIGESTIVE_TRACT"	""	753541	"Male"	"DSMZ"	2	-3.4654601	""	"DMEM + 10% FBS"	"14.3"	"CVCL_1108"	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma, oral"	69	"SIDM00942"	""	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"oral"	""	"ACH-000518"	"CAL-33"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"Epithelial"	NA	NA
"CAL51"	"CAL51_BREAST"	""	910927	"Female"	"DSMZ"	3	-4.2174076	"Adherent"	"DMEM + 20% FBS"	"43.2"	"CVCL_1110"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Carcinoma"	45	"SIDM00933"	""	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_B"	"ACH-000856"	"CAL-51"	"breast: carcinoma"	"Breast"	"Breast Carcinoma (BRCA)"	NA	NA	"Epithelial-Mesenchymal"	NA	"Breast Triple Negative"
"CAL62"	"CAL62_THYROID"	""	906828	"Female"	"DSMZ"	2	-4.5391074	"Adherent"	"DMEM + 10% FBS"	"7.5"	"CVCL_1112"	"pleural_effusion"	"Primary"	"Thyroid Cancer"	"Carcinoma, anaplastic"	70	"SIDM00931"	""	"thyroid"	"thyroid_carcinoma"	"anaplastic"	""	"ACH-000174"	"CAL-62"	"thyroid: anaplastic_carcinoma"	"Thyroid"	"Anaplastic Thyroid Cancer (THAP)"	NA	NA	"Mesenchymal"	NA	NA
"CAL72"	"CAL72_BONE"	""	906827	"Male"	"DSMZ"	2	-2.923916	"Adherent"	"DMEM + 10% FBS + 2mM L-glutamine + 1x Insulin-Transferrin-Selenium"	"43.2"	"CVCL_1113"	"bone"	""	"Bone Cancer"	"Osteosarcoma"	10	"SIDM00930"	""	"bone"	"osteosarcoma"	""	""	"ACH-001715"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CAL78"	"CAL78_BONE"	""	1290765	"Male"	"DSMZ"	2	-5.5663695	"Adherent"	"RPMI + 20% FBS"	"33.4"	"CVCL_1809"	"soft_tissue"	""	"Bone Cancer"	"Chondrosarcoma"	76	"SIDM00929"	""	"bone"	"chondrosarcoma"	""	""	"ACH-000516"	"CAL-78"	"bone: dedifferentiated"	"Bone"	NA	NA	NA	"Mesenchymal"	NA	NA
"CALU1"	"CALU1_LUNG"	""	NA	"Male"	"ATCC"	2	-4.9231141	"Adherent"	"McCoy's 5A + 10% FBS"	"21.3"	"CVCL_0608"	"pleura"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	47	""	""	"lung"	"NSCLC"	"NSCLC_squamous"	""	"ACH-000511"	"Calu-1"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"Mesenchymal"	NA	NA
"CALU6"	"CALU6_LUNG"	""	724859	"Female"	"ATCC"	2	-5.6036709	"Adherent"	"MEM + 10% FBS"	"8.1"	"CVCL_0236"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	61	"SIDM00921"	""	"lung"	"NSCLC"	""	""	"ACH-000264"	"Calu-6"	"lung: undifferentiated_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"Mesenchymal"	NA	NA
"CAMA1"	"CAMA1_BREAST"	""	946382	"Female"	"ATCC"	3	-2.913264	"Adherent"	"MEM + 10% FBS"	"6.5"	"CVCL_1115"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Carcinoma"	51	"SIDM00920"	""	"breast"	"breast_carcinoma"	"ERpos_HER2neg"	"luminal"	"ACH-000783"	"CAMA-1"	"breast: carcinoma"	"Breast"	"Breast Carcinoma (BRCA)"	NA	NA	"Epithelial"	NA	NA
"CAOV3"	"CAOV3_OVARY"	""	906825	"Female"	"ATCC"	3	-2.5036258	"Adherent"	"DMEM + 10% FBS"	"22.6"	"CVCL_0201"	"ovary"	"Primary"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	54	"SIDM00919"	""	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"ACH-000713"	"Caov-3"	"ovary: adenocarcinoma"	"Ovary"	"Ovarian Epithelial Tumor (OVT)"	NA	NA	"Epithelial"	NA	NA
"CAS1"	"CAS1_CENTRAL_NERVOUS_SYSTEM"	""	910943	"Male"	"ICLC"	2	-3.5123925	"Adherent"	"DMEM + 10% FBS"	"42.9"	"CVCL_1117"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	63	"SIDM00212"	""	"central_nervous_system"	"glioma"	"glioblastoma"	""	"ACH-000464"	"CAS-1"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"CASKI"	"CASKI_CERVIX"	""	906824	"Female"	"ATCC"	3	-4.2127557	"Adherent"	"RPMI + 10% FBS"	"30.9"	"CVCL_1100"	"small_intestine"	"Metastasis"	"Cervical Cancer"	"Squamous Cell Carcinoma"	40	"SIDM00923"	""	"cervix"	"cervical_squamous"	""	""	"ACH-001336"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CCFSTTG1"	"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM"	""	906823	"Female"	"ATCC"	2	-4.1235847	"Adherent"	"RPMI + 10% FBS"	"18.5"	"CVCL_1118"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Astrocytoma"	68	"SIDM00131"	""	"central_nervous_system"	"glioma"	"astrocytoma"	""	"ACH-000329"	"CCF-STTG1"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"CCK81"	"CCK81_LARGE_INTESTINE"	""	1240123	"Female"	"HSRRB"	3	-1.64135	"Adherent"	"MEM + 10% FBS"	"49.9"	"CVCL_2873"	"large_intestine"	"Metastasis"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	NA	"SIDM00487"	""	"colorectal"	"colorectal_adenocarcinoma"	""	"MSI"	"ACH-000963"	"CCK-81"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"CCLFPEDS0001T"	"CCLFPEDS0001T_KIDNEY"	""	NA	"Male"	"CCLF"	2	-3.882083	"Adherent"	"RPMI + 10% FBS"	"10.2"	""	"kidney"	"Metastasis"	"Kidney Cancer"	"Renal Medullary Carcinoma"	NA	""	"Adherent version of CCLFPEDS0001T"	"kidney"	"renal_cell_carcinoma"	"renal_medullary_carcinoma"	""	"ACH-001163"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CCLFPEDS0003T"	"CCLFPEDS0003T_SOFT_TISSUE"	""	NA	"Unknown"	"CCLF"	2	-2.7905788	"Adherent"	"DMEM:F12 (3:1) + 2mM L-glutamine + 5ug/ml Insulin + 0.4ug/ml Hydrocortisone + 550ug/ml Pen-Strep + 5uM Y-27632 + 8.6ng/ml Cholera toxin + 10ng/ml EGF + 250ng/ml Fungizone + 10ug/ml Gentamicin"	"61"	""	"soft_tissue"	""	"Sarcoma"	"Undifferentiated"	NA	""	""	"soft_tissue"	"undifferentiated_sarcoma"	""	""	"ACH-001164"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CCLFPEDS0008T"	"CCLFPEDS0008T_SOFT_TISSUE"	""	NA	"Unknown"	"CCLF"	2	-3.6018109	"Adherent"	"SMGM"	"55.2"	""	"soft_tissue"	"Metastasis"	"Sarcoma"	"Epithelioid"	NA	""	""	"soft_tissue"	"epithelioid_sarcoma"	""	""	"ACH-001433"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CCLP1"	"CCLP1_BILIARY_TRACT"	""	NA	"Female"	"Academic lab"	2	-5.4018719	"Adherent"	"RPMI + 10% FBS"	"33.7"	"CVCL_0205"	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	""	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-001959"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CCSW1"	"CCSW1_BILIARY_TRACT"	""	NA	"Female"	"Academic lab"	2	-4.5804664	"Adherent"	"RPMI + 10% FBS"	"4.7"	"CVCL_A429"	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	""	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-001960"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CFPAC1"	"CFPAC1_PANCREAS"	""	906821	"Male"	"ATCC"	3	-3.7482057	"Adherent"	"DMEM + 10% FBS"	"32.9"	"CVCL_1119"	"liver"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	26	"SIDM00130"	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000138"	"CFPAC-1"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"Epithelial"	NA	NA
"CH157MN"	"CH157MN_CENTRAL_NERVOUS_SYSTEM"	""	NA	"Female"	"Academic lab"	2	-4.1869468	"Mixed adherent and suspension"	"DMEM + 10% FBS"	"7.2"	"CVCL_5723"	"central_nervous_system"	""	"Brain Cancer"	"Meningioma"	NA	""	""	"central_nervous_system"	"meningioma"	""	""	"ACH-000025"	"CH-157MN"	"central_nervous_system: meningioma"	"Brain_CNS"	"Meningothelial Tumor (MNGT)"	"Meningioma (MNG)"	NA	"Mesenchymal"	NA	NA
"CHAGOK1"	"CHAGOK1_LUNG"	""	687596	"Male"	"ECACC"	2	-4.9741083	"Adherent"	"RPMI + 10% FBS"	"5.6"	"CVCL_1121"	"lung"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	45	"SIDM00924"	""	"lung"	"NSCLC"	""	""	"ACH-000867"	"ChaGo-K-1"	"lung: carcinoma"	"Lung"	NA	NA	NA	"Epithelial"	NA	NA
"CHLA06ATRT"	"CHLA06ATRT_SOFT_TISSUE"	""	NA	"Female"	"Academic lab"	2	-5.7659421	"Mixed adherent and suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium"	"45.2"	"CVCL_AQ42"	"central_nervous_system"	""	"Rhabdoid"	"Atypical Teratoid Rhabdoid Tumor (ATRT)"	0.33	""	""	"soft_tissue"	"ATRT"	""	""	"ACH-001028"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CHLA15"	"CHLA15_AUTONOMIC_GANGLIA"	""	NA	"Female"	"Children's Oncology Group"	2	-2.7733264	"Mixed adherent and suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium"	"9"	"CVCL_6594"	"autonomic_ganglia"	""	"Neuroblastoma"	""	1.5	""	""	"peripheral_nervous_system"	"neuroblastoma"	""	""	"ACH-001300"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CHLA266"	"CHLA266_SOFT_TISSUE"	""	NA	"Female"	"Children's Oncology Group"	2	-4.1815397	"Adherent"	"IMDM + 20% FBS + 2mM Glutamax + 5ug/ml Insulin + 0.01mg/ml Transferrin + 30nM Selenium"	"35.8"	"CVCL_M149"	"soft_tissue"	""	"Rhabdoid"	"Atypical Teratoid Rhabdoid Tumor (ATRT)"	2.5	""	""	"soft_tissue"	"ATRT"	""	""	"ACH-001031"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CHLA57"	"CHLA57_BONE"	""	NA	"Unknown"	"Children's Oncology Group"	2	-1.960891	"Suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium"	"45.5"	"CVCL_0B49"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"bone"	"Ewing_sarcoma"	""	""	"ACH-001033"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CHP212"	"CHP212_AUTONOMIC_GANGLIA"	""	906820	"Male"	"ATCC"	4	-3.0168711	"Adherent"	"MEM:F12 (1:1) + 10% FBS"	"54.8"	"CVCL_1125"	"central_nervous_system"	""	"Neuroblastoma"	""	NA	"SIDM00910"	""	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"ACH-000120"	"CHP-212"	"autonomic_ganglia: neuroblastoma"	"Brain_CNS"	"Embryonal Tumor (EMBT)"	"Neuroblastoma (NBL)"	NA	"Mesenchymal"	NA	NA
"CI"	"CI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Female"	"DSMZ"	2	-3.0009639	"Suspension"	"RPMI + 20% FBS"	"14.2"	"CVCL_Y548"	"haematopoietic_and_lymphoid_tissue"	"Primary"	"Leukemia"	"B-cell, unspecified"	47	""	""	"blood"	"unspecified_leukemia"	"b_cell"	""	"ACH-001484"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CII"	"CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Female"	"DSMZ"	1	-1.3556071	"Adherent"	"RPMI + 10% FBS + 1% L-glutamine + 1% HEPES"	"58"	"CVCL_0D73"	"haematopoietic_and_lymphoid_tissue"	"Primary"	"Leukemia"	"B-cell, unspecified"	47	""	""	"blood"	"unspecified_leukemia"	"b_cell"	""	"ACH-001485"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CJM"	"CJM_SKIN"	""	NA	"Unknown"	"RIKEN"	2	-3.7569529	"Adherent"	"F12 + 10% FBS"	"10.7"	"CVCL_U797"	"skin"	"Metastasis"	"Skin Cancer"	"Melanoma"	NA	""	""	"skin"	"melanoma"	""	""	"ACH-000458"	"CJM"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Epithelial"	NA	NA
"CL11"	"CL11_LARGE_INTESTINE"	""	1290769	"Male"	"DSMZ"	1	-1.3699832	"Adherent"	"DMEM:F12 (1:1) + 20% FBS"	"24.8"	"CVCL_1978"	"Colon"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	NA	"SIDM00944"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000249"	"CL-11"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"CME1"	"CME1_SOFT_TISSUE"	""	NA	"Unknown"	"Academic lab"	2	-2.9359822	"Adherent"	"DMEM + 20% FBS + 1mM Sodium pyruvate"	"30.1"	"CVCL_N586"	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	""	""	"soft_tissue"	"synovial_sarcoma"	""	""	"ACH-001322"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"COGAR359"	"COGAR359_SOFT_TISSUE"	""	NA	"Male"	"Children's Oncology Group"	2	-3.7111738	"Suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium"	"18.3"	"CVCL_RS25"	"central_nervous_system"	""	"Rhabdoid"	"Atypical Teratoid Rhabdoid Tumor (ATRT)"	NA	""	""	"soft_tissue"	"ATRT"	""	""	"ACH-001289"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"COGE352"	"COGE352_BONE"	"COG-E-352"	NA	"Male"	"Children's Oncology Group"	2	-5.2944652	"Mixed adherent and suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium"	"1.8"	"CVCL_M153"	"haematopoietic_and_lymphoid_tissue"	""	"Bone Cancer"	"Ewings Sarcoma"	17	""	""	"bone"	"Ewing_sarcoma"	""	"EWS_ERG"	"ACH-001038"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"COGN278"	"COGN278_AUTONOMIC_GANGLIA"	""	NA	"Unknown"	"Children's Oncology Group"	2	-2.5392406	"Adherent"	"IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium"	"33.1"	"CVCL_AX49"	"autonomic_ganglia"	""	"Neuroblastoma"	""	NA	""	""	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"ACH-001301"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"COGN305"	"COGN305_AUTONOMIC_GANGLIA"	""	NA	"Unknown"	"Children's Oncology Group"	2	-2.0945391	"Mixed adherent and suspension"	"IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium"	"16.5"	"CVCL_AX42"	"autonomic_ganglia"	""	"Neuroblastoma"	""	NA	""	""	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"ACH-001302"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"COLO201"	"COLO201_LARGE_INTESTINE"	""	NA	"Male"	"ATCC"	2	-3.6151172	"Mixed adherent and suspension"	"RPMI + 10% FBS"	"16.6"	"CVCL_1987"	"ascites"	"Metastasis"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	70	"SIDM00823"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000253"	"COLO 201"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"COLO320"	"COLO320_LARGE_INTESTINE"	""	NA	"Female"	"DSMZ"	3	-1.6414311	"Adherent"	"RPMI + 10% FBS"	"37.6"	"CVCL_1989"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	55	"SIDM00071"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000202"	"COLO-320"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Mesenchymal"	NA	NA
