,COSMIC.identifier,Sample.Name,Sample.Name.Old,Whole.Exome.Sequencing..WES.,Copy.Number.Alterations..CNA.,Gene.Expression,Methylation,Drug.Response,GDSC.Tissue.descriptor.1,GDSC.Tissue.descriptor.2,Cancer.Type..matching.TCGA.label.,Microsatellite..instability.Status..MSI.,Screen.Medium,Growth.Properties,Name,TissueType,OncoTree1,OncoTree2,OncoTree3,OncoTree4,EMT,NAPY,TNBC,CellosaurusID
429,908463,NCI-H1793,NCI-H1793,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,NCI-H1793,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial-Mesenchymal,NA,NA,
430,908465,NCI-H358,NCI-H358,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H358,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
431,908467,NCI-H1155,NCI-H1155,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Suspension,NCI-H1155,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial-Mesenchymal,NA,NA,
432,908468,NCI-H1105,NCI-H1105,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Suspension,NCI-H1105,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial-Mesenchymal,ASCL1,NA,
433,908469,NCI-H1436,NCI-H1436,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Suspension,NCI-H1436,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial-Mesenchymal,ASCL1,NA,
434,908470,NCI-H28,NCI-H28,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,NCI-H28,NA,Mesothelium,Mesothelioma (MESO),NA,NA,Mesenchymal,NA,NA,
435,908471,NCI-H1581,NCI-H1581,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Semi-Adherent,NCI-H1581,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial-Mesenchymal,NA,NA,
436,908472,NCI-H1573,NCI-H1573,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,NCI-H1573,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
437,908473,NCI-H1666,NCI-H1666,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Semi-Adherent,NCI-H1666,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
438,908474,NCI-H1703,NCI-H1703,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,,MSS/MSI-L,R,Adherent,NCI-H1703,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Mesenchymal,NA,NA,
439,908475,NCI-H1755,NCI-H1755,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H1755,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Mesenchymal,NA,NA,
440,908476,NCI-H1993,NCI-H1993,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H1993,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
441,908480,NCI-H2081,NCI-H2081,Y,Y,N,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Suspension,NCI-H2081,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,NA,ASCL1,NA,
442,908481,NCI-H2196,NCI-H2196,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,NCI-H2196,NA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,ASCL1,NA,
443,908483,NCI-H524,NCI-H524,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,NCI-H524,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial-Mesenchymal,NEUROD1,NA,
444,909194,NCI-H748,NCI-H748,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,NCI-H748,NA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial-Mesenchymal,ASCL1,NA,
445,909248,ONS-76,ONS-76,Y,Y,Y,Y,Y,nervous_system,medulloblastoma,MB,MSS/MSI-L,R,Adherent,ONS-76,OTHER,Brain_CNS,Embryonal Tumor (EMBT),Medulloblastoma (MBL),NA,Mesenchymal,NA,NA,
446,909249,OPM-2,OPM-2,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,OPM-2,NA,Blood,Multiple Myeloma (MM),NA,NA,NA,NA,NA,
447,909250,OS-RC-2,OS-RC-2,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,OS-RC-2,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
448,909251,P12-ICHIKAWA,P12-ICHIKAWA,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,P12-ICHIKAWA,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
449,909252,P30-OHK,P30-OHK,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension,P30-OHK,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
450,909253,P31-FUJ,P31-FUJ,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSI-H,R,Suspension,P31-FUJ,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
451,909255,PA-1,PA-1,Y,Y,Y,Y,Y,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent,PA-1,NA,Ovary,NA,NA,NA,Mesenchymal,NA,NA,
452,909256,OCUB-M,OCUB-M,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,OCUB-M,BRCA,Breast,NA,NA,NA,Epithelial,NA,NA,
453,909257,OC-314,OC-314,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSI-H,R,Adherent,OC-314,OV,Ovary,Ovarian Epithelial Tumor (OVT),Serous Ovarian Cancer (SOC),NA,Epithelial-Mesenchymal,NA,NA,
454,909260,PF-382,PF-382,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,PF-382,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
455,909262,Raji,Raji,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Raji,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
456,909263,RCM-1,RCM-1,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,RCM-1,COREAD,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
457,909264,RD,RD,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent,RD,NA,Soft_Tissue,Rhabdomyosarcoma (RMS),NA,NA,Mesenchymal,NA,NA,
458,909696,REH,REH,Y,Y,Y,Y,Y,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,REH,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
459,909697,RF-48,RF-48,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,RF-48,STAD,Esophagus_Stomach,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
460,909698,RKO,RKO,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,RKO,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial-Mesenchymal,NA,NA,
461,909699,RMG-I,RMG-I,Y,Y,Y,Y,Y,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent,RMG-I,OTHER,Ovary,Ovarian Epithelial Tumor (OVT),Clear Cell Ovarian Cancer (CCOV),NA,Epithelial,NA,NA,
462,909701,RPMI-6666,RPMI-6666,Y,Y,Y,Y,Y,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,RPMI-6666,NA,Lymph,Hodgkin's Lymphoma (HL),NA,NA,NA,NA,NA,
463,909702,RPMI-8402,RPMI-8402,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,RPMI-8402,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
464,909703,RS4-11,RS4-11,Y,Y,Y,Y,Y,leukemia,leukemia,ALL,MSI-H,R,Suspension,RS4-11,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
465,909704,RT-112,RT-112,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent,RT-112,BLCA,Bladder_Urinary_Tract,Bladder Urothelial Carcinoma (BLCA),NA,NA,Epithelial,NA,NA,
466,909706,RVH-421,RVH-421,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,RVH-421,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
467,909707,Saos-2,Saos-2,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,Saos-2,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
468,909708,SAS,SAS,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,SAS,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
469,909709,SCC-9,SCC-9,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,SCC-9,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
470,909711,SCH,SCH,Y,Y,Y,Y,Y,digestive_system,stomach,,MSS/MSI-L,R,Adherent,SCH,OTHER,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
471,909712,SF126,SF126,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,SF126,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
472,909713,SH-4,SH-4,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,SH-4,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
473,909715,SIG-M5,SIG-M5,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,SIG-M5,NA,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
474,909716,SJRH30,SJRH30,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,SJRH30,NA,Soft_Tissue,Rhabdomyosarcoma (RMS),NA,NA,Mesenchymal,NA,NA,
475,909717,SJSA-1,SJSA-1,Y,Y,Y,Y,Y,bone,bone_other,,MSS/MSI-L,R,Adherent,SJSA-1,NA,Other,sarcoma,NA,NA,Mesenchymal,NA,NA,
476,909718,SK-CO-1,SK-CO-1,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,SK-CO-1,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
477,909719,SK-HEP-1,SK-HEP-1,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,SK-HEP-1,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Mesenchymal,NA,NA,
478,909720,SK-LMS-1,SK-LMS-1,Y,Y,Y,Y,Y,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,SK-LMS-1,NA,Soft_Tissue,sarcoma,NA,NA,Mesenchymal,NA,NA,
479,909721,SK-LU-1,SK-LU-1,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,SK-LU-1,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Mesenchymal,NA,NA,
480,909722,SKM-1,SKM-1,Y,Y,Y,Y,Y,leukemia,haematopoietic_neoplasm other,,MSS/MSI-L,R,Suspension,SKM-1,NA,Other,NA,NA,NA,Mesenchymal,NA,NA,
481,909723,SK-MEL-1,SK-MEL-1,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Suspension,SK-MEL-1,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
482,909724,SK-MEL-3,SK-MEL-3,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,SK-MEL-3,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
483,909725,SK-MEL-24,SK-MEL-24,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,SK-MEL-24,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
484,909726,SK-MEL-30,SK-MEL-30,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,SK-MEL-30,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
485,909727,SK-MEL-31,SK-MEL-31,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,SK-MEL-31,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
486,909728,SK-MES-1,SK-MES-1,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,D/F12,Adherent,SK-MES-1,LUSC,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Squamous Cell Carcinoma (LUSC),NA,Mesenchymal,NA,NA,
487,909729,SK-MG-1,SK-MG-1,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,SK-MG-1,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
488,909731,SK-PN-DW,SK-PN-DW,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,D/F12,Adherent,SK-PN-DW,NA,Bone,NA,NA,NA,Mesenchymal,NA,NA,
489,909732,SK-UT-1,SK-UT-1,Y,Y,Y,Y,Y,soft_tissue,soft_tissue_other,,MSI-H,D/F12,Adherent,SK-UT-1,NA,Soft_Tissue,Leiomyosarcoma (LMS),NA,NA,Mesenchymal,NA,NA,
490,909735,SNG-M,SNG-M,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,SNG-M,UCEC,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Epithelial-Mesenchymal,NA,NA,
491,909736,SNU-387,SNU-387,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,SNU-387,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Mesenchymal,NA,NA,
492,909737,SNU-423,SNU-423,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,SNU-423,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Mesenchymal,NA,NA,
493,909738,SNU-449,SNU-449,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,SNU-449,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial-Mesenchymal,NA,NA,
494,909739,SNU-475,SNU-475,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,SNU-475,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Mesenchymal,NA,NA,
495,909740,SNU-C2B,SNU-C2B,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,SNU-C2B,NA,Bowel,NA,NA,NA,Epithelial,NA,NA,
496,909742,SU-DHL-1,SU-DHL-1,Y,Y,Y,Y,Y,lymphoma,anaplastic_large_cell_lymphoma,,MSS/MSI-L,R,Suspension,SU-DHL-1,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),T-Cell and Natural Killer Lymphoma (TNKL),Anaplastic Large Cell Lymphoma (ALCL),NA,NA,NA,
497,909743,SUP-T1,SUP-T1,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,SUP-T1,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
498,909744,SW13,SW13,Y,Y,Y,Y,Y,kidney,adrenal_gland,ACC,MSS/MSI-L,D/F12,Adherent,SW13,NA,Other,NA,NA,NA,Mesenchymal,NA,NA,
499,909745,SW1088,SW1088,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,SW1088,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
500,909746,SW1116,SW1116,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,SW1116,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
501,909747,SW1417,SW1417,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,SW1417,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
502,909748,SW1463,SW1463,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,SW1463,COREAD,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
503,909749,SW1710,SW1710,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,SW1710,BLCA,Bladder_Urinary_Tract,Bladder Urothelial Carcinoma (BLCA),NA,NA,Mesenchymal,NA,NA,
504,909750,SW1783,SW1783,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,SW1783,OTHER,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
505,909751,SW48,SW48,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,SW48,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
506,909753,SW626,SW626,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,SW626,OV,Ovary,NA,NA,NA,Epithelial,NA,NA,
507,909754,SW684,SW684,Y,Y,Y,Y,Y,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent,SW684,NA,Soft_Tissue,sarcoma,NA,NA,Mesenchymal,NA,NA,
508,909755,SW837,SW837,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,SW837,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
509,909756,SW872,SW872,Y,Y,Y,Y,Y,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,SW872,NA,Soft_Tissue,NA,NA,NA,Mesenchymal,NA,NA,
510,909757,SW948,SW948,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,SW948,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
511,909758,SW962,SW962,Y,Y,Y,Y,Y,urogenital_system,urogenital_system_other,,MSS/MSI-L,D/F12,Adherent,SW962,NA,Vulva,NA,NA,NA,Mesenchymal,NA,NA,
512,909759,SW982,SW982,Y,Y,Y,Y,Y,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,SW982,NA,Soft_Tissue,sarcoma,NA,NA,Mesenchymal,NA,NA,
513,909761,T84,T84,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,T84,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
514,909769,TGBC1TKB,TGBC1TKB,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,D/F12,Adherent,TGBC1TKB,NA,Biliary_Tract,NA,NA,NA,Epithelial,NA,NA,
515,909770,TGBC11TKB,TGBC11TKB,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSI-H,D/F12,Adherent,TGBC11TKB,STAD,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
516,909771,THP-1,THP-1,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,THP-1,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
517,909773,TUR,TUR,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSI-H,R,Suspension,TUR,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
518,909774,TYK-nu,TYK-nu,Y,Y,Y,Y,Y,urogenital_system,ovary,UNABLE TO CLASSIFY,MSS/MSI-L,D/F12,Adherent,TYK-nu,CANNOT_CLASSIFY,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Mesenchymal,NA,NA,
519,909776,U-2-OS,U-2-OS,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,U-2-OS,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
520,909777,U-698-M,U-698-M,Y,Y,Y,Y,Y,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,U-698-M,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
521,909778,UACC-893,UACC-893,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,UACC-893,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
522,909779,UMC-11,UMC-11,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_carcinoid,,MSS/MSI-L,D/F12,Adherent,UMC-11,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Carcinoid (LUCA),NA,Epithelial,NA,NA,
523,909781,VMRC-RCZ,VMRC-RCZ,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,VMRC-RCZ,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
524,909784,WM-115,WM-115,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,WM-115,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
525,909785,WSU-NHL,WSU-NHL,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSI-H,R,Suspension,WSU-NHL,NA,Lymph,NA,NA,NA,NA,NA,NA,
526,909904,YAPC,YAPC,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,YAPC,PAAD,Pancreas,NA,NA,NA,Epithelial,NA,NA,
527,909905,YH-13,YH-13,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,YH-13,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
528,909907,ZR-75-30,ZR-75-30,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,ZR-75-30,NA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
529,909974,RCC10RGB,RCC10RGB,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,RCC10RGB,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
530,909975,KURAMOCHI,KURAMOCHI,Y,Y,Y,Y,Y,urogenital_system,ovary,UNABLE TO CLASSIFY,MSS/MSI-L,R,Adherent,KURAMOCHI,CANNOT_CLASSIFY,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Epithelial-Mesenchymal,NA,NA,
531,909976,KM-H2,KM-H2,Y,Y,Y,Y,Y,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,KM-H2,NA,Lymph,Hodgkin's Lymphoma (HL),NA,NA,NA,NA,NA,
532,909977,HuO-3N1,HuO-3N1,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,HuO-3N1,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
533,910079,OE19,OE19,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,OE19,NA,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),NA,NA,Epithelial,NA,NA,
534,910209,SUP-B8,SUP-B8,Y,Y,Y,Y,Y,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,SUP-B8,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
535,910399,NCI-H838,NCI-H838,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H838,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Mesenchymal,NA,NA,
536,910401,Ramos-2G6-4C10,Ramos-2G6-4C10,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Ramos-2G6-4C10,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
537,910544,RPMI-8866,RPMI-8866,Y,Y,Y,Y,Y,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,RPMI-8866,NA,Blood,Leukemia (LEUK),Chronic Myelogenous Leukemia (CML),NA,NA,NA,NA,
