DRUG_NAME	STD_NAME	nci60	ccle	gdscDec15	ctrp	nciSclc	PUBCHEM_NAME
VE-821	NA	NA	NA	NA	NA	NA	VE-821;1232410-49-9;3-Amino-6-(4-(methylsulfonyl)phenyl)-N-phenylpyrazine-2-carboxamide;VE 821;CHEMBL1766779
VELIPARIB	NA	NA	NA	NA	NA	NA	Veliparib;912444-00-9;ABT 888;ABT-888;ABT888
VEMURAFENIB	NA	NA	NA	NA	NA	NA	Vemurafenib;918504-65-1;Zelboraf;PLX-4032;PLX4032
VERTEX ATR INHIBITOR CPD 45	NA	NA	NA	NA	NA	NA	NA
VINBLASTINE	NA	NA	NA	NA	NA	NA	vinblastine;Vincaleukoblastine;Velbe;865-21-4;Vincaleucoblastine
VINCRISTINE	NA	NA	NA	NA	NA	NA	vincristine;22-Oxovincaleukoblastine;Leurocristine;Oncovine;Vincrystine
VINORELBINE	NA	NA	NA	NA	NA	NA	vinorelbine;Exelbine;Vinorelbina;Vinorelbinum;Navelbine
VISMODEGIB	NA	NA	NA	NA	NA	NA	Vismodegib;879085-55-9;GDC-0449;Erivedge;2-chloro-N-(4-chloro-3-(pyridin-2-yl)phenyl)-4-(methylsulfonyl)benzamide
VNLG/124	NA	NA	NA	NA	NA	NA	NA
VORAPAXAR	NA	NA	NA	NA	NA	NA	Vorapaxar;Zontivity;618385-01-6;SCH-530348;UNII-ZCE93644N2
VORINOSTAT	NA	NA	NA	NA	NA	NA	Vorinostat;149647-78-9;SAHA;suberoylanilide hydroxamic acid;Zolinza
VS-507	NA	NA	NA	NA	NA	NA	NA
VX-11E	NA	NA	NA	NA	NA	NA	VX-11e;896720-20-0;pyrimidylpyrrole, 11e;VTX-11e;C24H20Cl2FN5O2
VX-322	NA	NA	NA	NA	NA	NA	NA
VX-680	NA	NA	NA	NA	NA	NA	Tozasertib;639089-54-6;VX-680;MK-0457;VX 680
VX-702	NA	NA	NA	NA	NA	NA	VX-702;479543-46-9;VX 702;745833-23-2;2-(2,4-difluorophenyl)-6-(1-(2,6-difluorophenyl)ureido)nicotinamide
WARFARIN	NA	NA	NA	NA	NA	NA	warfarin;Coumadin;Coumafene;81-81-2;Prothromadin
WH-4-023	NA	NA	NA	NA	NA	NA	WH-4-023;837422-57-8;CHEMBL213100;GTPL8068;SCHEMBL5755186
WORTMANNIN	NA	NA	NA	NA	NA	NA	wortmannin;19545-26-7;Wartmannin;Antibiotic SL-2052;KY 12420
WP-1034	NA	NA	NA	NA	NA	NA	NA
WZ-1-84	NA	NA	NA	NA	NA	NA	NA
WZ-4002	NA	NA	NA	NA	NA	NA	WZ4002;1213269-23-8;WZ-4002;CHEBI:61400;UNII-6BQ432Z61M
WZ3105	NA	NA	NA	NA	NA	NA	NA
XAV 939	NA	NA	NA	NA	NA	NA	NA
XAV-939	NA	NA	NA	NA	NA	NA	284028-89-3;XAV-939;XAV 939;XAV939;3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one
XK-469	NA	NA	NA	NA	NA	NA	157435-10-4;NSC697887;NSC 697887;2-(4-((7-Chloro-2-quinoxalinyl)oxy)phenoxy)propanoic acid;XK-469
XL-019	NA	NA	NA	NA	NA	NA	XL019;945755-56-6;XL 019;(S)-N-(4-(2-((4-morpholinophenyl)amino)pyrimidin-4-yl)phenyl)pyrrolidine-2-carboxamide;(2S)-N-[4-[2-(4-morpholin-4-ylanilino)pyrimidin-4-yl]phenyl]pyrrolidine-2-carboxamide
XL-147	NA	NA	NA	NA	NA	NA	XL-147;Pilaralisib;934526-89-3;UNII-60ES45KTMK;SAR-245408
XL-184	NA	NA	NA	NA	NA	NA	Cabozantinib;849217-68-1;XL184;XL-184;Cometriq
XL-518 (ISOMER 1)	NA	NA	NA	NA	NA	NA	NA
XL-518 (ISOMER 2)	NA	NA	NA	NA	NA	NA	NA
XL-541	NA	NA	NA	NA	NA	NA	NA
XL-765	NA	NA	NA	NA	NA	NA	XL765;1349796-36-6;1123889-87-1;PI3K-IN-1;voxtalisib
XL-880	NA	NA	NA	NA	NA	NA	Foretinib;XL880;EXEL-2880;GSK1363089;XL-880
XL-888	NA	NA	NA	NA	NA	NA	Xl-888;UNII-7M346920EV;7M346920EV;1149705-71-4;XL888
XL765	NA	NA	NA	NA	NA	NA	XL765;1349796-36-6;1123889-87-1;PI3K-IN-1;voxtalisib
XMD11-85H	NA	NA	NA	NA	NA	NA	NA
XMD14-99	NA	NA	NA	NA	NA	NA	NA
XMD8-85	NA	NA	NA	NA	NA	NA	NA
XMD8-92	NA	NA	NA	NA	NA	NA	XMD8-92;1234480-50-2;XMD 8-92;CHEMBL1673046;CHEBI:60325
XR-5000	NA	NA	NA	NA	NA	NA	NA
XR-5944	NA	NA	NA	NA	NA	NA	AC1L9MSH;1-METHYL-9-[12-(9-METHYLPHENAZIN-10-IUM-1-YL)-12-OXO-2,11-DIAZA-5,8-DIAZONIADODEC-1-ANOYL]PHENAZIN-10-IUM;XR2;XR-5944;2-[(9-methylphenazin-10-ium-1-carbonyl)amino]ethyl-[2-[2-[(9-methylphenazin-10-ium-1-carbonyl)amino]ethylazaniumyl]ethyl]azanium
Y-27632	NA	NA	NA	NA	NA	NA	y-27632;146986-50-7;Y-27632 dihydrochloride;Y27632;UNII-0X370ROP6H
Y-39983	NA	NA	NA	NA	NA	NA	Y-33075;CHEMBL571948;199433-58-4;Y-39983;UNII-00ALI1GAY2
YC-1	NA	NA	NA	NA	NA	NA	yc-1;Lificiguat;170632-47-0;YC 1;3-(5'-Hydroxymethyl-2'-furyl)-1-benzylindazole
YK 4-279	NA	NA	NA	NA	NA	NA	NA
YK-4-279	NA	NA	NA	NA	NA	NA	YK-4-279;1037184-44-3;CHEMBL2011500;4,7-dichloro-3-hydroxy-3-(2-(4-methoxyphenyl)-2-oxoethyl)indolin-2-one;4,7-dichloro-3-hydroxy-3-[2-(4-methoxyphenyl)-2-oxoethyl]-1H-indol-2-one
YM-155	NA	NA	NA	NA	NA	NA	781661-94-7;Sepantronium bromide;YM155;Ym 155;YM-155
YM155	NA	NA	NA	NA	NA	NA	781661-94-7;Sepantronium bromide;YM155;Ym 155;YM-155
YM201636	NA	NA	NA	NA	NA	NA	371942-69-7;YM201636;YM-201636;YM 201636;6-Amino-N-[3-[4-(4-morpholinyl)pyrido[3',2':4,5]furo[3,2-d]pyrimidin-2-yl]phenyl]-3-pyridinecarboxamide
YN-968D1	NA	NA	NA	NA	NA	NA	Apatinib;811803-05-1;UNII-TK02X14ASJ;YN968D1;YN-968D1
Z-LLNLE-CHO	NA	NA	NA	NA	NA	NA	Z-LLNle-CHO;gamma-Secretase Inhibitor I;NA;NA;NA
ZD-1694	NA	NA	NA	NA	NA	NA	Raltitrexed;Tomudex;112887-68-0;ZD1694;ICI-D1694
ZD-6474	Vandetanib	NA	NA	NA	NA	NA	Vandetanib;443913-73-3;Zactima;ZD6474;Caprelsa
ZG-10	NA	NA	NA	NA	NA	NA	NA
ZIBOTENTAN, ZD4054	NA	NA	NA	NA	NA	NA	NA
ZIP-301	NA	NA	NA	NA	NA	NA	NA
ZM-336372	NA	NA	NA	NA	NA	NA	ZM 336372;208260-29-1;ZM-336372;ZM336372;3-(dimethylamino)-N-(3-(4-hydroxybenzamido)-4-methylphenyl)benzamide
ZM-447439	NA	NA	NA	NA	NA	NA	331771-20-1;ZM-447439;ZM447439;N-[4-[[6-METHOXY-7-[3-(4-MORPHOLINYL)PROPOXY]-4-QUINAZOLINYL]AMINO]PHENYL]BENZAMIDE;ZM 447439
ZOLEDRONATE	NA	NA	NA	NA	NA	NA	Zoledronic acid;Zoledronate;118072-93-8;Zometa;Reclast
ZOLENDRONIC ACID	NA	NA	NA	NA	NA	NA	NA
ZSTK-474	NA	NA	NA	NA	NA	NA	ZSTK474;475110-96-4;4,4'-(6-(2-(Difluoromethyl)-1H-benzo[d]imidazol-1-yl)-1,3,5-triazine-2,4-diyl)dimorpholine;ZSTK 474;ZSTK-474
ZSTK474	NA	NA	NA	NA	NA	NA	ZSTK474;475110-96-4;4,4'-(6-(2-(Difluoromethyl)-1H-benzo[d]imidazol-1-yl)-1,3,5-triazine-2,4-diyl)dimorpholine;ZSTK 474;ZSTK-474
