"nsc","name","pubchem_cid","pubchem_sid","cas"
17061,"1-((3,4-Dimethoxybenzylidene)amino)-2-naphthol","226514","226514","7250002"
17065,"(2-Benzamidophenyl) benzoate","226518","226518","6296599"
17245,"[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] cyclopentanecarboxylate","226609","226609",NA
17257,"actidione, benzoylacetate","226619","226619",NA
17273,"Propyl quinacrine mustard","24182496","541256","10072272"
17275,"2-[Bis(2-chloroethyl)aminomethyl]-4-[3-[bis(2-chloroethyl)aminomethyl]-4-hydroxy-5-prop-2-enylphenyl]-6-prop-2-enylphenol;hydrochloride","24182498","24182498",NA
17473,"siquil","66069","541291","1098608"
17551,"1,3-propanedione, 1-(3-pyridinyl)-3-(2,4,6-trimethyl- ph...","226783","226783",NA
17647,"oxalic acid;N-[[4-(3-piperidin-1-ylpropoxy)phenyl]methyl]-4-(2,6,6-trimethylcyclohexen-1-yl)butan-2-amine","54609095","80906",NA
17652,"N-methyl-N-(4-(3-(pyrrolidin-1-yl)propoxy)benzyl)-4-(2,6-trimethylcyclohex-1-enyl)butan-2-amine dioxalate","54609096","80910",NA
17744,"4,4-Dimethyl-2-pentadecyl-1-(propan-2-yl)-4,5-dihydro-1h-imidazole","226857","226857",NA
17759,"1-[2-[(E)-heptadec-8-enyl]-5,5-dimethyl-4H-imidazol-3-yl]propan-2-ol","5354710","5354710",NA
17762,"2-(2-Heptadecyl-4,4-dimethyl-4,5-dihydro-1h-imidazol-1-yl)-2-methylpropan-1-ol","226869","226869",NA
18286,"1-Ethoxy-5-fluoro-2,4-dinitrobenzene","227098","227098",NA
18298,"","3844272","81406",NA
18300,"","3821089","81407",NA
18335,"cinerubin b","409071","541409","35906515"
18451,"Fluoren-9-one, 2-[bis(p-bromobenzyl)amino]-","227150","227150",NA
18460,"n-(7-Nitro-9h-fluoren-2-yl)formamide","227158","227158","6583717"
18613,"trimethyl-[2-[(1-methyl-3,4-dihydro-2H-quinolin-1-ium-1-yl)amino]ethyl]azanium;iodide","5351688","5351688",NA
18719,"","227263","81731","7256179"
18727,"","197860","541477","6966092"
18758,"2,2'-Biphenyl-4,4'-diyldiguanidine sulfate(1:1)","227281","227281","6966252"
18804,"hinokitol","3611","3611","499445"
18805,"thujaplicin, alpha","12649","81804","672764"
18877,"3,4-di(benzo[b]thiophene-3-carbonyl)-1,2,5-oxadiazole 2-...","227331","227331","7146330"
18880,"Phenoxathiine-4-carbohydrazide","227334","227334","5453758"
18883,"2-(12H-benzo[a]phenothiazin-12-yl)-N,N-diethylethanamine","227337","227337",NA
18891,"NCIMech_000665","227345","227345","5453770"
18894,"valerolactim","12665","81850","675207"
19048,"racemic gossypol, acetate salt","227456","81992","5453043"
19139,"A842338","227530","227530","6958867"
19147,"2-chloro-n-phenethyl-9-phenyl-9h-purin-6-amine, hydrochl...","24182669","541525","5444724"
19441,"fda 0283","95122","95122","2853692"
19502,"[5-(Acetyloxymethyl)furan-2-yl]-chloromercury","409204","541563",NA
19509,"yohimbine","12304060","541567","65190"
19630,"(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)methyl propionate","227681","227681","72835268"
19637,"2-(m-Nitrostyryl)pyridine","5376493","82482","5425741"
19639,"m-dimaleimidobenzene","18156","18156","3006937"
19645,"nitrochin","5955","5955","56575"
19646,"2-Methyl-4-nitroquinoline 1-oxide","78545","541576","4831623"
19727,"A818196","227746","227746","22978843"
19728,"[(E)-(4-hexoxyphenyl)methylideneamino]thiourea","9555790","9555790",NA
19760,"N-Phthaloyl-Phe-OH","227754","227754","3588645"
19781,"Phenol, 4,4'-(1,6-hexanediyl)bis-","90481","90481","3682959"
19802,"Rhamnetin","5281691","5281691","90197"
19893,"Fluorouracil","3385","-1","51218"
19912,"Cryptopleurine","92765","92765","482224"
19942,"Tenulin","227830","227830","55780228"
19976,"10-(3-(1-azaspiro[4.5]dec-1-yl)propyl)-2-chloro-10H-phenothiazine","227840","227840",NA
19987,"Methylprednisolone","6741","6741","83432"
19990,"streptovaricin c","135431273","82709","23344174"
20000,"agrosol","16698637","541693","502396"
20200,"Benzethonium Chloride","8478","541724","121540"
20207,"","210229","541729","21181919"
20256,"uridin","1177","-1","58968"
20514,"NCIMech_000725","227994","227994",NA
20527,"dibask","14839","83122","87127"
20534,"thioxanthen-9-one, 1-[[2-[ethyl(2-hydroxyethyl)amino]eth...","3063063","541768",NA
20535,"1-[3-(Diethylamino)propylamino]-4-methylthioxanthen-9-one;hydrochloride","54611703","541769",NA
20644,"1,2,3-Tribenzylguanidine","33144","33144","5440982"
20909,"isothan","7132","541835","93232"
21061,"cresol","24693","24693",NA
21075,"Pilocereine","228285","83542","2552478"
21206,"6-Aminonicotinamide","9500","9500","329895"
21276,"2,6-dinitrochlorobenzene","11814","83677","606213"
21356,"N,N-bis[2-oxo-2-(2-phenylhydrazinyl)ethyl]nitrous amide","228424","228424","7155397"
21434,"ALBB-007622","228480","228480","5435438"
21518,"2-Tert-butyl-6-((dimethylamino)methyl)-4-isopropylphenol","228534","228534","6936443"
21531,"9-Chloro-9-(4-methoxyphenyl)-10-phenyl-9,10-dihydroacridine","228542","83880","5456586"
21545,"methanesulfonothioic acid, s-methyl ester (9ci)","18064","18064","2949920"
21548,"dthyd","1134","83895","50895"
21588,"A805455","228569","228569","16733292"
21622,"5-(morpholin-4-ylmethyl)-3-[(Z)-[(E)-4-(5-nitrofuran-2-yl)but-3-en-2-ylidene]amino]-1,3-oxazolidin-2-one","5922444","5922444",NA
21662,"2-Bromophenazine 5,10-dioxide","228612","228612","6975742"
21666,"Phenazine di-N-oxide","228615","228615","303833"
21669,"2-Methoxyphenazine, 5,10-dioxide","228616","83980","303786"
21681,"STL437892","228622","228622","5460435"
21683,"STL437902","228624","228624","5456928"
21702,"","54609326","541963",NA
21715,"Trichloromethyl(4-chlorophenyl) sulfone","228635","228635",NA
21728,"sempervirine, nitrate","5351497","5351497","5436464"
21914,"3,4-Benzpyrene","2336","2336","50328"
21970,"L-alpha-Aminobutyric Acid","1674","1674","56495"
22070,"pyrethrosin","12314793","541984","28272186"
22201,"pimm","110719","110719","5834811"
22225,"Cadmium;1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid","5351702","5351702",NA
22227,"(1,7,8,9,10,10-Hexachloro-3,5-dioxo-4-azatricyclo[5.2.1.02,6]dec-8-en-4-yl)-thiophen-2-ylmercury","409568","542031",NA
22323,"tributylchlorotin","15096","15096","1461229"
22348,"1h-naphth[2,3-d]imidazole-4,9-dione, 1-(4-bromophenyl)-2...","229013","229013","93657411"
22600,"Anisole, 2-(benzyloxy)-5-(2-nitrovinyl)-","5354917","84737","1860566"
22709,"ae 200","135410720","135410720","2683901"
22842,"cumostrol","5281707","5281707","479130"
22945,"wln: wnr cg dg fnw","80565","80565","6306394"
22984,"","5371805","84981","6306349"
22994,"2-[Hydroxy(phenyl)methyl]-N,N-dimethyl-N-[(2E)-3-phenylprop-2-en-1-yl]dodecan-1-aminium chloride","24183021","24183021","7146181"
23159,"Methyl 11,12-dibromo-3,9-epoxycholan-24-oate","229453","229453","23405110"
23162,"Nandrolone Phenpropionate","229455","-1","62908"
23173,"4-((2-(acetylamino)-9H-fluoren-9-ylidene)amino)benzoic acid","229459","229459","5454411"
23297,"N-(3-methylphenyl)-2,4,7-trinitrofluoren-9-imine","229543","229543","5455094"
23345,"ptsm","9552058","9552058","673687"
23416,"29D9UWI50A","5716814","5716814","6443749"
23418,"3-(Benzylamino)-1-naphthalen-2-ylpropan-1-ol;hydrochloride","54603596","54603596","5455696"
23477,"1,2-dichloro-4-[(E)-2-nitrobut-1-enyl]benzene","5355002","5355002","15873399"
23615,"deoxyuridine","640","85466","951780"
23676,"N,N'-(p-Phenylenedimethylene)bis(2-chloro-N-isopropylacetamide)","229748","85478",NA
23759,"Testolactone","13769","-1","968934"
23766,"6-n-[2-[5-(diethylamino)pentan-2-ylamino]-6-methylpyrimi...","54603599","542316",NA
23833,"1-(((4-Methylphenyl)sulfinyl)oxy)-4-phenyl-4-piperidinecarboxylic acid","229831","229831",NA
23856,"4-Methoxy-","697963","697963","3179100"
23863,"","5354235","85627","6974465"
23904,"","54598822","542334",NA
23925,"","54601129","542343",NA
23936,"(4Z)-4-[(4-nitrophenyl)hydrazinylidene]pentanoic acid","6369925","6369925","1568485"
23994,"Butyl maleurate","5355031","5355031","140987"
24030,"1,4-benzenediamine (9ci), n-butyl-n'-phenyl-","229938","229938","15464990"
24037,"n-(9-(4-(trimethylamino)benzylidene)-9h-fluoren-2-yl)ace...","5351711","5351711",NA
24047,"","24183114","542356",NA
24076,"","54599607","542360",NA
24113,"NCIMech_000745","229969","229969","5459314"
24189,"8455AB","1549990","1549990","7152752"
24500,"2,6-Dimethoxyquinone","68262","85942","530552"
24559,"Mithramycin","6326719","-1","18378897"
24692,"2,4,7-Tribromotropone","230132","230132","29798821"
24799,"2,3-Dichloro-1,3-diphenylpropan-1-one","230205","86145","16619560"
24817,"peltatin a","92129","86162","568536"
24818,"podophyllotoxin","10607","86163","518285"
24819,"peltatin b","92122","86164","518296"
24871,"l-Arctigenin","230232","230232",NA
24913,"TC-167793","81664","81664","7250182"
25028,"4-Amino-1,2-naphthoquinone","72908","72908","5460355"
25154,"Pipobroman","4842","-1","54911"
25434,"1-benzoyl-6-methoxy-2H-quinoline-2-carbonitrile","230493","86614","6334312"
25454,"Isoquinolin-1-yl(4-methoxyphenyl)phenylmethanol","230510","230510",NA
25463,"Rubremetinium chloride","5351504","542528",NA
25485,"uabaina","4605","86662","630604"
25703,"1-(aziridin-1-yl)-N-[4-[[4-[[1-(aziridin-1-yl)-2,2-diphenylethylidene]amino]phenyl]methyl]phenyl]-2,2-diphenylethanimine","230621","230621",NA
25818,"4-Chloro-3-nitrophenyl methyl sulfone","66796","66796","97074"
25830,"CBDivE_002081","230690","230690","742256"
25846,"2-Nitrophenyl 2,4,6-trimethylbenzenesulfonate","230706","230706",NA
25861,"6-chloro-5-methyl-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide","5351722","5351722",NA
26037,"1-[4-[(E)-2-(4-chlorophenyl)ethenyl]phenyl]-2-(dimethylamino)ethanol","5929908","5929908","7148007"
26040,"1-piperidineethanol, .alpha.-[p-(p-chlorostyryl)phenyl]-","5351150","5351150",NA
26045,"5,7-dichloroisatin","80771","80771","6374921"
26074,"1-(4-Chloronaphthalen-1-yl)-2-(dimethylamino)ethanol 4-methylbenzenesulfonate(1:1)","230791","230791","7355659"
26081,"","54604954","542658","5471090"
26113,"[(E)-3-(2,3,4,5-tetrachlorocyclopenta-2,4-dien-1-ylidene)prop-1-enyl]benzene","5860626","5860626","61355199"
26258,"cube","6758","87142","83794"
26271,"Cyclophosphamide","2907","-1","6055192"
26273,"6-Benzylthioinosine","95263","95263","6165033"
26427,"5-Chlorocoumarin","230978","230978","38169981"
26540,"2-methyl-4,5,6-trichloropyrimidine","231054","231054","1780285"
26647,"Naphthazarin","10141","87461","475387"
26692,"4,5-bis(4-methoxyphenyl)-1h-imidazol-2(5h)-one","231112","231112","5471410"
26697,"IPDPPISLQQOKEV-NTCAYCPXSA-N","231115","231115",NA
26821,"o-Aminoazotoluene","7340","87573","97563"
26933,"OKDKHOBYMXHNMN-UHFFFAOYSA-N","231205","231205","78604827"
26980,"Mitomycin","5746","5746","50077"
27034,"2,3-quinizarindicarbonitrile","410191","410191","5470984"
27102,"4'-Iodo-3-nitrosalicylanilide","82692","87732","10515487"
27103,"2-Hydroxy-n-(4-iodophenyl)-5-nitrobenzamide","95282","87733","6491016"
27445,"","231363","87918","19829799"
27515,"2-isoindolineacetic acid, .alpha.-isopropyl-1,3-dioxo- (...","138417","138417","19506855"
27604,"N-[(E)-[1-(5-chloro-2-hydroxyphenyl)-3-methylbutylidene]amino]pyridine-4-carboxamide","135431336","135431336",NA
27607,"5-Chlorosalicylaldehyde isonicotinoylhydrazone","135431337","135431337","732923"
27640,"Floxuridine","3363","-1","50919"
28002,"naphtho[2,1-b]quinolizinium, 7-methyl- chloride","5351151","5351151",NA
28081,"J3.656.556J","231626","231626","5467209"
28365,"[4-(5,8-Diacetyloxy-1-tetracyclo[6.6.0.02,7.09,14]tetradeca-2(7),3,5,9,11,13-hexaenyl)phenyl] acetate","231714","231714",NA
28408,"1-Methyl-1-[4-(1-methylazocan-1-ium-1-yl)butyl]azocan-1-ium;bromide","5351731","5351731","5471647"
28430,"((p-Bromophenyl)azo)malononitrile","21650","88419","5471716"
28527,"Cyclohexylmethanamine;cyclohexylmethylcarbamic acid","231799","231799",NA
28566,"4-[3-[(6-Chloro-2-methoxyacridin-9-yl)amino]propylamino]butan-2-ol;hydrochloride","24183616","543136",NA
28567,"1-[2-[(2,3-Dimethoxy-6-nitroacridin-9-yl)amino]ethylamino]propan-2-ol;chloride","24183617","543137",NA
28568,"1-[2-[(2,3-Dimethoxy-6-nitroacridin-9-yl)amino]ethylamino]-2-methylpropan-2-ol;chloride","24183618","543138",NA
28569,"2-[3-[(2,3-Dimethoxy-6-nitroacridin-9-yl)amino]propylamino]ethanol;chloride","24183619","543139",NA
28608,"1,3-Bis(4-bromophenyl)thiourea","3652630","3652630","2059758"
29013,"2,5-Bis(2,4-dimethylphenyl)benzene-1,4-diol","232011","232011","5465463"
29018,"2,5-Bis(2,4,6-trimethylphenyl)benzene-1,4-diol","232016","232016","5465509"
29117,"7-Hydroxy-4-methyl-8-pentanoyl-2H-1-benzopyran-2-one","5355215","5355215","6324545"
29182,"2-(Ethoxycarbonyl)phenyl 2-phenylhydrazinecarboxylate","232136","232136",NA
29228,"allyl disulfide","16590","16590","2179579"
29422,"thioguanosine","3938248","89020","85314"
29424,"N-Butyl-2-(methylthio)-9H-purin-6-amine","517841","517841",NA
29443,"Benzoyloxy-[[3-(benzoyloxymercuriomethyl)-1,4-dioxan-2-yl]methyl]mercury","16683643","16683643",NA
29459,"quinoline, 4-[.alpha.-[bis(2-chloroethyl)amino]-4-methox...","24183684","24183684",NA
29603,"","54609373","543257",NA
29604,"9-(3,4-Dichlorophenyl)purine-2,6-diamine;hydrochloride","24183689","24183689",NA
29606,"9-(4-Methylphenyl)purine-2,6-diamine;hydrochloride","54601764","54601764",NA
29630,"dichloroamethopterin","31010","89195","528745"
29638,"N'-(4-fluorophenyl)-2-(3-oxo-4H-1,4-benzothiazin-2-yl)acetohydrazide","232328","232328","2263583"
29865,"N-[(E)-(2-Hydroxyphenyl)methylideneamino]-2-[2-[(2Z)-2-[(2-hydroxyphenyl)methylidene]hydrazinyl]-2-oxoethyl]sulfanylacetamide","135431368","135431368","6325106"
30033,"glycerol-tris(iodoacetate)","23681","23681","7250466"
30083,"4,4'-(Decylcarbonimidoyl)bis(n,n-dimethylaniline)","232517","89433","6324034"
30198,"","24183788","543382",NA
30417,"1-[5-(2-Cyclohexylphenoxy)pentyl]piperazine","410636","543421",NA
30637,"(2,4-Dinitrophenyl)methyl carbamimidothioate;chloride","24183838","24183838",NA
30652,"1,4-Diacetoxynaphthalene","79775","79775","5697007"
30656,"michler's thione","71045","71045","1226466"
30659,"(E)-4-(4-dodecylphenyl)-4-oxobut-2-enoic acid","5355260","89794","52497797"
30706,"chinon","95715","95715","526625"
30712,"4-((2-Hydroxybenzylidene)amino)-2-isopropyl-5-methylphenol","232780","232780","7251196"
30722,"2,4,6-Trichloro-5-methylpyrimidine","232789","232789","1780365"
30799,"1-Methylcyclopentane-1,2-dicarboxylic acid","232835","232835",NA
30813,"5-(Naphthalen-1-yl)-1-phenyl-1h-tetrazole","232850","232850","6321579"
30863,"5660AH","22658","22658","6272522"
30915,"Benzoyloxy-[[6-(benzoyloxymercuriomethyl)-1,4-dioxan-2-yl]methyl]mercury","16683646","16683646",NA
30916,"mp 317","16683647","16683647",NA
30930,"2-indolecarboxylic acid, 5-(benzyloxy)-","81146","89998","6640091"
30979,"3-Ethylcholanthrene","95723","95723","7511548"
31059,"MS-1469","1416279","1416279","28824660"
31660,"2-Aminophenol; 2-hydroxy-1,3,2-dioxastibolane-4,5-dicarboxylic acid","16682749","16682749",NA
31692,"(Z)-4-(4-chlorophenyl)-3-phenylbut-3-en-2-one","5898667","90494","6318769"
31703,"ethyl N-[4-[(E)-3-phenylprop-2-enoyl]phenyl]carbamate","5774635","5774635","6324807"
31709,"quinolinium, 2-[2-(2,5-dimethyl-1-pentyl-1h-pyrrol-3-yl)...","54605545","54605545",NA
31711,"2-Allyl-4-(6-chloro-2-methoxyacridin-9-ylamino)-6-((diethylamino)methyl)phenol, dihydrochloride","24183911","543585","7511617"
31717,"tetraethyleniminobenzoquinone","95735","95735","4239069"
31768,"N,N-Dimethyl-4-[(Z)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride","54599828","54599828","7400488"
31777,"N,N-diethyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride","54605565","54605565","6333955"
31778,"N,N-diethyl-3-methyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride","54603354","543606","7400499"
31779,"2-[(3Z)-1,2-Diiodo-3-(1,3,3-trimethyl-1,3-dihydro-2H-indol-2-ylidene)propyl]-1,3,3-trimethyl-3H-indol-1-ium chloride","54603015","543607","6320134"
31780,"astraphloxin","6540442","6540442","6320145"
31782,"N-(4-ethoxyphenyl)-N-methyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride","54602338","54602338","6320327"
31812,"dulana","5340","90559","72140"
31815,"Antineoplastic-31815","24183928","543610","7150892"
31869,"Suberosin","68486","68486","581317"
31882,"3,4'-dimethoxychrysin","5352001","5352001","20869958"
32065,"Hydroxyurea","3657","-1","127071"
32149,"1-(Benzo[a]anthracen-7-ylmethyl)pyridin-1-ium;chloride","24183955","543660",NA
32190,"wln: t66 bnj g1r& jq","81403","90837","6954934"
32212,".alpha.-bromochalcone","5383396","90851","6935757"
32516,"3-(But-3-en-2-yl)-2-hydroxybenzaldehyde","233642","233642",NA
32569,"piperazine, 4-(m-chlorophenyl)-4'-(p-chlorophenyl)-1,1'-...","233683","233683",NA
32743,"Acetoxycycloheximide","233768","91151","2885394"
32924,"2-Chloro-5-methyl-8-phenylphenazin-5-ium;methyl sulfate","24184082","24184082",NA
32927,"Cetrimonium Bromide","5974","543842","57090"
32930,"N-(7-chloro-3-methoxyphenazin-1-yl)-N',N'-diethylpropane-1,3-diamine;hydrochloride","24184086","24184086",NA
32937,"acridan, 9-chloro-9-(p-dimethylaminophenyl)-10-ethyl-, d...","24184090","543849",NA
32942,"Cetalkonium Chloride","31202","31202","122189"
32944,"cephaeline dihydrochloride","23616886","543856","5853292"
32946,"mggh","54598306","543857","7059236"
32951,"mycoin","4696","91264","149291"
32967,"3-N,6-N,2,7-tetramethylacridine-3,6-diamine;hydrochloride","54608353","54608353","6323393"
32982,"Curcumin","969516","-1","458377"
32992,"colchicoside","233866","91282",NA
33001,"Fluorometholone","9878","9878","426131"
33006,"NCIMech_000040","233871","233871","6265572"
33052,"DAQRZDDIMCDMPZ-UHFFFAOYSA-N","233907","233907","2222404"
33092,"methyl N-[6-(methoxycarbonylamino)pyren-1-yl]carbamate;methyl N-[8-(methoxycarbonylamino)pyren-1-yl]carbamate","233937","233937",NA
33202,"Cadmium(2+);methyl 3-[18-(3-methoxy-3-oxopropyl)-3,8,13,17-tetramethylporphyrin-21,23-diid-2-yl]propanoate","3551195","3551195",NA
33353,"cinnamamide, n-(4-amino-2-methyl-6-quinolyl)-o-chloro-","40492789","91531",NA
33408,"n-acetyliodocolchinol","234103","91560","38838276"
33410,"Colchicine Derivative","46151","46151","63989753"
33413,"N-[2-(Diphenylmethoxy)ethyl]-2-[(2-ethylhexyl)oxy]-N,N-dimethyl-2-oxoethan-1-aminium chloride","24184161","543936","6275236"
33418,"10-[(Z)-C-aminocarbonohydrazonoyl]sulfanyldecyl N'-aminocarbamimidothioate;hydroiodide","54603357","54603357",NA
33419,"sn 967","14132","543938","1084431"
33423,"Antineoplastic-33423","54605651","543940","6634748"
33434,"isoquinolinium (8ci), 2,2'-decamethylenedi-, dibromide","24184168","24184168","1465743"
33458,"3-N,3-N,6-N,6-N,2,7-hexamethylacridine-3,6-diamine;hydrochloride","54602200","54602200","6275509"
33467,"2-{(E)-2-[4-(Diethylamino)phenyl]ethenyl}-1-ethyl-6-methylquinolin-1-ium chloride","54605652","543967","7356743"
33530,"Neuro_000017","95759","95759","604944"
33548,".beta.-dimethylamino-.alpha.-phenylpropiophenone hydroch...","91378","91378","25287790"
33553,"3-(Dimethylamino)-2-(4-methylphenyl)-1-phenylpropan-1-one;hydrochloride","54605655","543992",NA
33556,"3-(Dimethylamino)-1-(4-methoxyphenyl)-2-phenylpropan-1-one;hydrobromide","54598857","54598857",NA
33560,"3-Morpholin-4-yl-1,2-diphenylpropan-1-one;hydrobromide","54599888","54599888",NA
