cellminer_compound_name,display_name,compound_id,
Toremifene,toremifene,2bf345326d861804d045416e2bd585fa,
IRINOTECAN HYDROCHLORIDE,irinotecan,8960e1cf8316bc50db90d3c9b61c10ba,
Dacarbazine,dacarbazine,6847c256c0db96a999b529628f603d22,
LEVISOPRENALINE,(-)-isoproterenol hydrochloride,6521b2604e4eb227a88a20f6f4f705b7,
MEFLOQUINE HYDROCHLORIDE,mefloquine,8fa002de3d5046d5b902ae46237b161f,
(r)-rivastigmine (d6 tartrate),rivastigmine tartrate,894730b26bb51bd50db5586701a9e105,
PERINDOPRIL ERBUMINE,perindopril,7613919c665080047581eaaac41003d3,
TASOCITINIB,tofacitinib,be6e0aaeae864529bafdb9779bab4bc0,
Ciclesonide,ciclesonide,7edaea49e952790fa2c51d4e7a4276ec,
Nateglinide,nateglinide,c0d1dde919dcdd7fb62c66b2d4d629ec,
Fesoterodine fumarate,fesoterodine fumarate,3a09b6dc88dfd9e8d76884cf5e62015e,
TOLTERODINE TARTRATE,tolterodine tartrate,f9099f989e2f8bce96332795ad766425,
NEPAFENAC,nepafenac,37b9b509adb0fc8839e30ea72e2961a6,
TIAGABINE HYDROCHLORIDE,tiagabine,85c4b5c74c6ef545d7f56744c0795cbe,
Docetaxel,docetaxel,310a542da605aac01cd3110d790f6b33,
Capecitabine,capecitabine,91298f68d671de1f32eabbfbef44af38,
ERIBULIN,eribulin mesylate,0947bd41ae79d015c8c4b5f9346963ee,
Verteporfin,verteporfin,e8ffe143899444aac1f707d0665d9a44,
Clofarabine,clofarabine,89d16b9bb0bc12b370c69e96e145262f,
Phenoxybenzamine hydrochloride,phenoxybenzamine hydrochloride,7e006febb12bc38f2e9aee352614d534,
Imatinib,imatinib,ee5e97e7da9965ece648e1f4c3975700,
Pentamidine isethionate,pentamidine isethionate,ca5e0fc8e9b36510a8afa6ee2375f7d3,
LOMUSTINE,lomustine,170e5cdbfd45f049d2f0938820633dff,
Tobramycin,tobramycin,be09b30e4e0dc534d1e86bc438954c38,
Methoxsalen,methoxsalen,7a3935bcb27cf9af6142e0b9c15da4f7,
"Temsirolimus(cci-779,torisel)",temsirolimus,ed726dda409d145be1c02402dc7cb7d1,
Mitoxantrone,mitoxantrone,2f3fb6e18679e481f55a005b169c9a54,
Minoxidil,minoxidil,f72d331e0e65be981ff8150301e361bc,
ACITRETIN,acitretin,830151535a3b8d056cfd193b202062f8,
MOXIFLOXACIN HYDROCHLORIDE HYDRATE,moxifloxacin hydrochloride,4a7ae74fb710c3d436a257fbbfaaefa8,
Itraconazole,itraconazole,dd789a82cc1312b10f84e0f99f06f0d2,
Aztreonam,aztreonam,1592d22bcc8d3a1609f357d293134fb4,
Rasagiline,rasagiline mesylate,2cfc35c1bf81fee63e4ba25fcce25ef4,
THEOPHYLLINE GLYCINATE,oxtriphylline,a818121b7644fdb2e7eb0d6c6ec24e80,
Pyrimethamine,pyrimethamine,352df2caf540cdb705677a2871606a9a,
Rifampin,rifampin,19ad9134b415c8c90077ffc8587f246f,
Streptomycin sulfate,streptomycin sulfate,ef4b8fdcc4b7085669a44efe45f41004,
ARTENIMOL,artenimol,6118ae09ac05824a8be948b5f125f3ba,
Sulfamethizole,sulfamethizole,e416672a5a21e9914c63cd55045c98ab,
Nalidixic acid sodium,nalidixic acid,f0f58efc482e18fe4cd0ed2ce0003723,
Actinomycin D,actinomycin d,5e49f0db33b6ad072006eb7ddfcd654f,
Econazole,econazole nitrate,db2417c4320681b48c9d157930240282,
Isotretinoin,isotretinoin,f2e10b8bab0e8e3ee2adc87ec20a249d,
Rizatriptan,rizatriptan benzoate,0654536aa65628c764e8dce9d5218a15,
ENDO-ATROPINE SULFATE,atropine,414eaed78e67bb6a6ff5842c3a74d3aa,
Vinblastine,vinblastine sulfate,bc66046a836c4b33a00b954caea04995,
Chlorambucil,chlorambucil,b2da51f605d1d7b0d1461b08d801c0f4,
Maprotiline,maprotiline hydrochloride,55b5465066600d7ed9ee621333d620d8,
Podophyllotoxin,podofilox,b27c0c2407d0c31650f39c99af10bf8e,
Kanamycin a (sulfate),kanamycin monosulfate,f208faa9b5ec7208482d709ed346769c,
"O,p'-ddd",mitotane,a259647e4247b0209e5f6f076c3a6788,
MITOMYCIN,mitomycin,c1a48050bc6f31527c6f7c02fddf6af0,
Pimecrolimus,pimecrolimus,12300315ce8c48fd72d99c2ffca20bfc,
5-azacytidine,azacitidine,77b340d326674b8f491809a6d45e64bf,
Cyproheptadine hydrochloride,cyproheptadine hydrochloride,0262c27d2c7343ea19846f5d0f5bd30d,
Paricalcitol-d6 (abt-358),paricalcitol,2a2e9accf663cfa714bd75b1b6640806,
Gentamicin sulfate,gentamicin sulfate,31e638e511fa791d03c927a387f29998,
Halofantrine hydrochloride,halofantrine,48211cf0fce3710025e2a29f670da7e1,
Penicillamine,penicillamine,bcc185bea0a70ce7aa9f59e83ef4507a,
Celsentri (Maraviroc),maraviroc,62b9e312b5d30fe0bbf38c8ff97d6934,
Fk506/tacrolimus,tacrolimus,962ad0eec907a9fc7c4401f63c84cbd2,
Altretamine,altretamine,9366f2d70873a1c3da3ee498bf50de1c,
GALLAMINE TRIETHIODIDE,gallamine triethiodide,c353140ac1c2bfa509c4a2a2a59d3e92,
Biperiden hydrochloride,biperiden,47cd18dc8b8ab5729e8fa88422a91257,
Varenicline,varenicline tartrate,fa2c97b7eb124b90ca760dc3dd7eb889,
NERATINIB,neratinib,1b0dfb16412a6c8d844007c6cd18bbae,
Meropenem,meropenem,3436ae6c4e313b258b3db2a23d84eaa5,
Nevirapine,nevirapine,2e8be1ddecca886926a6865e74a13f60,
ETOPOSIDE,etoposide,170b17c859ba174877bf5ce8cf78ba64,
Idoxuridine,idoxuridine,faaca76c1e0cc9bcb9356250551cf70e,
Tranexamic Acid,tranexamic acid,c8b0fe51be6b95a391fbc4f1c90a4caa,
Clozapine,clozapine,cf7ed87e8bf174d083d35070195f618d,
Dienestrol,dienestrol,863410db5e7755afa80c4fc93240484c,
6-aminocaproic acid,aminocaproic acid,f84f99be3360398989cb0e0186594ee9,
L-alpha-methyl dopa,methyldopa,63a74c94d887075db0ac9bb93d4de379,
SULFADIMETHOXINE,sulfadimethoxine,1498148a564fa4f7555dfc250e15fb86,
Ethionamide,ethionamide,b73f3cf6eaa2bb1c4c086998e4663e1d,
Felbamate,felbamate,1a641e2445c0c3b3a61c02e4ab374cfb,
PROCARBAZINE HYDROCHLORIDE,procarbazine hydrochloride,44f97d2f46cb91de2648d660aa40f3c1,
ATRACURIUM BESYLATE,cisatracurium,d766864a96f09ae3d6c382a590657855,
Didanosine,didanosine,c7f72e3be2f275c15759e43b9d0fbd48,
Trimetrexate,trimetrexate,aee4dcbead96dfda1a1d2d7a5de41bae,
R788 disodium,fostamatinib,70ad0a28c6562b66d854ba371ff82292,
Furosemide,furosemide,ddc61f8dff93802ff5ef8e5d398f8f77,
Galantamine,galantamine,4d4a7057d1d75c15ecd53476fbe91896,
Gemcitabine,gemcitabine hydrochloride,9a8d03183dff8b7f3a4fd98ad96edf69,
Gemfibrozil,gemfibrozil,12d8cb56f2fec0b6a18e36f728130d8a,
ISOGLYCIRRHIZINATE,glycyrrhizin,7e2be9304f15c59655c932189b2f5998,
Digoxin,digoxin,bc2ae55f5d440f3b63f78a5148f5508e,
ENTECAVIR,entecavir,7f073aaa20ed7f542c57b5853f6d0847,
Ribavirin,ribavirin,9d654fb46d4877542e09f7cd702fb76b,
Nitisinone,nitisinone,8d5e781a327bbffc52f22ed0101dba0a,
HISTAMINE,histamine dihydrochloride,e66d62a3ce5cf21fd38de884a447716c,
Zalcitabine,zalcitabine,26f1f5442f8c75febdb85a734112ffbe,
Darunavir ethanolate,darunavir,4515c93ddfbf36bd0f2563bdccc79dc2,
Efavirenz,efavirenz,10d53186c2878781a25cb57b38595872,
Cabazitaxel,cabazitaxel,5e6bb0ff82d78f0c54afbe482991ac0e,
Tetrabenazine,tetrabenazine,81e7360ae8c692579ad1236182950807,
Hydralazine hydrochloride,hydralazine hydrochloride,e0840ffdc8dff53f180c2aac6462cae1,
Hydrochlorothiazide,hydrochlorothiazide,c6495e6d9cf565893941ea400beda7e1,
HYDROXYCHLOROQUINE,hydroxychloroquine sulfate,2e4df43cf88fdee9d98237f902e0a31a,
Niclosamide,niclosamide,5215ca0c1cbb1a68745fd8f920c3db6b,
Cinacalcet hydrochloride,cinacalcet hydrochloride,e9a034f25256ecb265f1cb6a7108fa1a,
Bisoprolol fumarate,bisoprolol,6748d0fa9ef1654028b9ab1d1f9d5d9d,
Amiloride hydrochloride,amiloride hydrochloride,8155e3f8e0aa010019ba2f6f91df44d3,
Febuxostat,febuxostat,db4957f31073b1922ee4106dca98c8d0,
TESTOSTERONE PROPIONATE,testosterone propionate,927effcadb2514fe2a3e34bf02fe16f8,
CONIVAPTAN,conivaptan hydrochloride,4120002f30042a4c8a21d1caa153e492,
Phenylephrine hydrochloride,phenylephrine hydrochloride,ab4a7d036eb1aa3704f862e6d70b68d4,
Ibrutinib (PCI-32765),ibrutinib,b6cc95fe4f2f11574f9a0f6027d1591e,
IBUPROFEN SODIUM,ibuprofen,ad1cb8793f713b7cc3d993ef2a2a04b7,
Pramipexole hydrochloride,pramipexole,3aeae870195d307e0ffeebfe7c443cba,
Acetaminophen,acetaminophen,a7e684041c29186397c614608729af01,
Geodon;,ziprasidone hydrochloride,5d94b109930f80d78bcd4ff7fe707157,
Flecainide,flecainide,03be2c14a40e62277165e1dc7087adeb,
CLINDAMYCIN,clindamycin hydrochloride,6c007b9aa0db182591d1353115fe61fc,
Ondansetron hydrochloride,ondansetron,984e334f831f79d270b1856c7a4d52e1,
Gabapentin,gabapentin,3c94c059dba039e7faa6bde3d3b1d9b4,
Oxcarbazepine,oxcarbazepine,281f8789bbff20d3f6a4d07edecafeaa,
NINTEDANIB,nintedanib,929960ffaa2b73db18c3949c61c9815a,
Indapamide,indapamide,0f00d4bb0f8acf9ec64a6264950b8f25,
Ketotifen,ketotifen,8ec7c3cc56a32c5ca8e4ecfd21c23deb,
Silver sulfadiazine,sulfadiazine,0e31bb8060e4232597e11e50a5df3919,
Glipizide,glipizide,a887767f0d2101e024afcdc48ca0ce22,
Buffer solution from sodium citrate,orphenadrine hydrochloride,725eba3f124b0fb42295c7918a5a454a,
Rucaparib,rucaparib,755272bc5cbef041681bbafed2d672ae,
Cilostazol,cilostazol,9620b8861c04d3c9c4948ed63aafe45f,
LEVALBUTEROL HYDROCHLORIDE,albuterol,0616cbf1cc827bf825a14c33f5d186b9,
Enalapril maleate,enalapril maleate,4425091d63fbedc66def42c24b9b7ad8,
RALOXIFENE,raloxifene hydrochloride,eb5d57fbaa941d394055aac75a43e159,
Meclizine hydrochloride,meclizine hydrochloride,09b5691bdb05839e7f042882ef9c3c54,
PERAMIVIR,peramivir,d07fb342111f4c15b43775f5b8a4e446,
Copanlisib,copanlisib,9dbf8d63143cbc8bdb77733bd0e2b90e,
ENASIDENIB MESYLATE,enasidenib,7aa081215197612b10fee73bb8441403,
Secnidazole,secnidazole,b4584014a0a5ff7f31b6205e526b95ee,
Adefovir dipivoxil,adefovir dipivoxil,cae16fed59190df7b958983b100e1bf7,
Milrinone,milrinone,c76e877507fa57ae1e398676a04032bf,
Cefoperazone sodium,cefoperazone sodium,39093b0aae0c8feeae3e58bfb384f88d,
Baricitinib,baricitinib,1492e1b6df0be75e8fc0b5b377a76f89,
ARN-509,apalutamide,f5f15d1237a93ecb5033193d5ddeaae9,
Methylene blue trihydrate,methylene blue hydrate,e907993e0f669b6036e14c9213a4bbbe,
Dutasteride,dutasteride,7a90c2e9e30d9157a93d28d9b98e6b9d,
Trabectedin,trabectedin,fd99c85896925e79d1a1fb56ff45d4d4,
Dienogest,dienogest,bf732bb7fd9a5c30a9ba355c96c4d37e,
Stiripentol,stiripentol,e1f306427bf28b1aeb63c35a7a9efeaf,
Daclatasvir dihydrochloride,daclatasvir dihydrochloride,2bf8b117091454c16d3aab9b7b55ca5b,
LAPATINIB,lapatinib,fdfe2d9d0eb633987882a86aad8e12e5,
RITONAVIR,ritonavir,8091195b7bbf9ae61eee5768ee1c275f,
FLUVOXAMINE,fluvoxamine maleate,ce8e5c6170944ee86aa5d6e70db5b15c,
LEVDOBUTAMINE LACTOBIONATE,dobutamine hydrochloride,44b4b12fc8654fb00c91f2fabe0c2d45,
Indinavir,indinavir sulfate,34f289b87192c44c8016e65f897e429b,
Oxacillin sodium salt,oxacillin sodium,d865a62a5a0e217fe2add5be7598d750,
Salicin,salicin,d8f875a844bf0a7e6a0299038c945c05,
LEMBOREXANT,lemborexant,29b998bf2760c829824a822d7453e4f3,
An-2728,crisaborole,d893f3e7bde0329fbc2cbae58648618b,
LUCANTHONE HYDROCHLORIDE,lucanthone,1525f9addbddb56dff9c7b083eb3911f,
AZELASTINE,azelastine hydrochloride,aec568098f442ee7e61cba6fd1de5408,
SELENOMETHIONINE SE 75,selenomethionine,1a9a2765202fd39ca3aa559ceafc1abf,
Pkc412,midostaurin,cd7f8c74f1a1ca9cd01fe933b30aa056,
IXABEPILONE,ixabepilone,c67cdc64272c451183d083b066556c95,
ESMIRTAZAPINE,mirtazapine,100fa148592b2092865fff0560240703,
Noscapine,noscapine,d897ec6def8082b79b406c186cdf3047,
LAQUINIMOD SODIUM,laquinimod,0b4afa26cc930b4d3851c8820522d8bf,
Amisulpride,amisulpride,9d33f8e3baf999f74836a084d093fa3a,
Istradefylline,istradefylline,3205dea6a241ff18ad7f05f4b060fa74,
Xylometazoline hydrochloride,xylometazoline hydrochloride,ecd9be0e06d23b669888672ca44dc0ab,
Ivabradine hcl,ivabradine,4a481ca041c691f27400f6104dc108b0,
Ivosidenib,ivosidenib,2be787c2d7aa50929a4ad6e2945c2b00,
Meloxicam,meloxicam,223b94ed6a4a95e6b2382ec326b14f66,
Trifluridine,trifluridine,bea043952882318a24675bc2716e72e1,
LEVOKETOCONAZOLE,ketoconazole,b37d28e99a87bcc2d9af04e0da329961,
KETOROLAC,ketorolac,ffdc58e23eb0cfb9f00060846465c98a,
RIBOCICLIB SUCCINATE,ribociclib,cc4c981b58efc8d02ed21aa5c46350f6,
ERLOSAMIDE,lacosamide,48fc6ae7ac67ffbb92aeeb044eb1da33,
Lamotrigine,lamotrigine,6b1194a2dd5f36ec43a5d870518356eb,
DEXLANSOPRAZOLE,lansoprazole,c652ce6324cb054ea2bf7ca23bc5b502,
Larotrectinib,larotrectinib,0bde7f7e4fa601111a1a42452dc0eb19,
Lenalidomide,lenalidomide,f549aa904b832d5ef4edff3e402874f9,
Lenvatinib,lenvatinib,ca9ef6863b894c7454d6d0b954bb1c5d,
ETIRACETAM,levetiracetam,6a0c3ae2a155327bef4f17711c7855e4,
Cetirizine hydrochloride,cetirizine hydrochloride,4b88e2e6c219564e4b86bc443cc821e6,
"L-3,4-dihydroxyphenylalanine",levodopa,9bb0ba95692b36dc63cdb20be83f25fe,
L-Thyroxine,levothyroxine,46ee9c1acdad41ea3216fd3eba72df2c,
Betamethasone dipropionate,betamethasone dipropionate,0a0ae60cbba16d0f669a2c44d99f8df2,
Triamcinolone acetonide,triamcinolone acetonide,b7ab9d687e65dc0b72958b16b3e6dffb,
LINCOMYCIN HYDROCHLORIDE,lincomycin hydrochloride,2127b1a2b45f165d633e52b808689ec4,
Lonafarnib,lonafarnib,8e145f96284681f794d668358c8ee818,
LORLATINIB,lorlatinib,c35615eaebfc4edf71c4373df94d66da,
Lovastatin,lovastatin,7213f8dc33dd3ad1b76b876a98d9b8d8,
Lumefantrine d18,lumefantrine,193123ab43eed7824df0a7c7b14ee753,
EMD-1214063,tepotinib,248b94e67f4b60d022e1510935cfaeec,
Umbralisib,umbralisib,9434e9c7aa57bb49a3355a227f985341,
Macitentan,macitentan,e8b33f2e477040f5ef87aeac0285ffa5,
Noradrenaline bitartrate monohydrate,norepinephrine,238ebe43762d0d256cbfcfe44b184290,
Brintellix,vortioxetine,22a15fefb4c953b1f8222f04448fa64b,
Cinchonine,cinchonidine,2abbca90153f2469442471417ad6fc46,
Uridine triacetate,uridine triacetate,4e20bf9074edc0124fb3a82b14191263,
CLOMIPRAMINE HYDROCHLORIDE,clomipramine hydrochloride,6b1b39a151bb041dc196cdbec7493f0f,
(6R)-Folinic acid,leucovorin,a23c0049bd5c21db8e1fec4ac190e078,
PARTHENOLIDE,parthenolide,a9eb9b8c146f790abd6afa3eaee65d9b,
Meprednisone,meprednisone,83185c4c3325249618cdc048c600a077,
Memantine hydrochloride,memantine,9837564194118ce895b7553f55ba5499,
MESNA,mesna,6a568dbb58654476c898e2170d324851,
Mestranol,mestranol,e70e7e02a05dcfa0d3ddf5ff8563cc48,
Flutamide,flutamide,f817cac4911c8596af1bcc80013c9e23,
Abiraterone,abiraterone,a914d045f550768f473861fbb872344f,
(s)-crizotinib,crizotinib,729ddbbedd7e5fd1e33d8dbf22e69aac,
Nilutamide,nilutamide,6b0a94b732db9e888a3ae8bf33ff118c,
Methocarbamol,methocarbamol,56aa568e41f874ba3b1c7253896b1a40,
METHOTREXATE,methotrexate,0e334dfbf926dbb03cb8a5090bbd9e73,
"Chem div,n050-0005",methyltestosterone,38546434bd866e2b088ec2e971bfd811,
Metronidazole (flagyl),metronidazole,a1879ad61452fbbdd2fe03778d1afaeb,
Miconazole nitrate,miconazole nitrate,f90df2572fb61ecc2593278aba047225,
NARATRIPTAN,naratriptan hydrochloride,62d078866852b6d1d39f129488bd3109,
Selegiline,selegiline hydrochloride,145c6858103c4bbe73fe301ac6964fab,
Mln2238,ixazomib,88ef3181b4e5fb7052de5f4ca6b6ee6b,
Selinexor,selinexor,1b8618c87d04af863339a9a9c9f98bc0,
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,mycophenolate mofetil,994cfc0b06924ef209fdc373c015d93e,
Glasdegib,glasdegib,d3aa06c494437f237a4538398d6efcea,
Naproxen sodium,naproxen,e5e327bc59cd997126a9f13409c8a6de,
Nebivolol,nebivolol,3e95adc5032d19b97d325c8ee53c672c,
Amoxapine,amoxapine,c6bc438263baf16bfc0afd062700ef70,
Nicotinic acid,niacin,b359c33e2807cdf1ce6f0fe12f42d9e3,
NIRAPARIB,niraparib,ffb56ae3e6bf5085553303f60c50877a,
Darolutamide (odm-201),darolutamide,3b42d4b85766a8b59d4d7dfda6ecff04,
APAZIQUONE,apaziquone,f2f39d4bc084eb6b8ff8cb045d555b43,
AFATINIB DIMALEATE,afatinib,fd2155e2c58d870f5d2db47e2f46c3da,
DACOMITINIB,dacomitinib,8394d330bd0d51545a055b9c731b4156,
CAPMATINIB,capmatinib,523c21b6a09bad4de59c10da94421283,
Lurbinectedin,lurbinectedin,084c49250eede70b3631feded7aec429,
Selumetinib,selumetinib,9992c10faf9ac99210c150ce3d93d326,
P-synephrine,synephrine,074fece8f596da969d00b365f8e17c16,
Octreotide acetate,octreotide,c0dcc71eff2341ce887504da78553061,
Netarsudil,netarsudil,2588fb564e391bdbbff829950565e5a5,
Olanzapine,olanzapine,df97eed5bd013f95e02b8da483415f37,
Olaparib,olaparib,4f46e2f3825cf2cd77d06c4816bd2166,
Olmesartan,olmesartan,911dc15a47d5b6ad75423a37f6093fb0,
Dorzolamide hydrochloride,dorzolamide hydrochloride,2ec293f598279aa78cad17b8cb82bb3c,
Methylprednisolone,methylprednisolone,7d7d0c2451b64e16840b871916e67a37,
Minocycline,minocycline hydrochloride,96f28d570bdf0d17d697d3dae2da2a72,
OSIMERTINIB,osimertinib mesylate,2ca08a830dfaba03797a4b015efa6c1e,
Ospemifene,ospemifene,81fd1f18d3eab3dd1519ac93b5b7d7e5,
Indomethacin,indomethacin,d318dd715cb05711b43ef0e9c7f36182,
DICLOFENAC SODIUM,diclofenac sodium,5aa04b0130fc5bfd3505f412174c36fd,
Hydrocortisone base,hydrocortisone,dad7007d0f837305749a0dc5554b7277,
Oxymetazoline hydrochloride,oxymetazoline hydrochloride,ad4a6e6a85da5e060e7e28d38f284c3a,
Oxytetracycline dihydrate,oxytetracycline,00019c664cc87d7fb621b883a182e7e5,
Ozanimod,ozanimod,a808b58ac1bf1cfe97af8bd921b186f8,
Risedronate sodium,risedronate sodium,ab6422ce8560752254f603939d5441f8,
Elagolix,elagolix,0264b6a00546479b9910cb823f779636,
Dextromethorphan (hydrobromide hydrate),dextromethorphan hydrobromide,8a71849fed169d0325677ca48e1cfd06,
Palbociclib,palbociclib,d23e979a214f0b482811185a5acd4249,
Panobinostat,panobinostat,bad092c5f5de16864f5877b254a9ef69,
Paroxetine,paroxetine,a39d19321362af0817bc3e70de63f585,
Ezogabine,ezogabine,6854e40739453c031d62458b563f4b02,
Flunisolide,flunisolide,fe0e8ecb6e04509e340e68645fcd7a65,
Vorapaxar sulfate,vorapaxar,0519f3b2173a26f24cbec95834921a69,
Pralatrexate ,pralatrexate,9285dbd92fec7ae03672c372cb1d3e13,
PEXIDARTINIB,pexidartinib,77bc81a87bfb3af58897b1685de15d1e,
CEFDITOREN PIVOXIL,cefditoren pivoxil,e9b4a8f9917e866561fb5b785c21d031,
PHENTOLAMINE MESYLATE,phentolamine,82233c4611155c2d8854ee219937c071,
NILOTINIB,nilotinib,655ef8d25d82e866d11430ca29ff9b12,
Dasatinib,dasatinib,2ad725b38e2ee2fe70582285cc842a84,
PIOGLITAZONE HYDROCHLORIDE,pioglitazone hydrochloride,9392ba5be8ce5b3c3d1e8471103cb97f,
Itavastatin ca,pitavastatin calcium,622cb42c88bb2509e28a97ffcf41cfb4,
Quinidine,quinidine,a466a977cf4cfcb12363320de36b9ba7,
FEDRATINIB,fedratinib,b57da6a2a0dc79ebe23f65c03acd05d2,
Pomalidomide,pomalidomide,bd3477940215b0c0bc4c360949aa75cd,
Ponatinib,ponatinib,5eda9e54eaef776571527bfc4d724379,
Ibandronate,ibandronate sodium,bdd4184cfca49be8af3cee63e3826533,
BAZEDOXIFENE,bazedoxifene,e2173bf1298e6a00d53dce6b2016f6da,
Alvimopan,alvimopan,503fbc8c7d2e666da5d957a2b1d74053,
Scopolamine,scopolamine,60c4436ceff457458a57532514e1f8b9,
Dipyridamole,dipyridamole,1e3c5cb9ebc929754154514f2fa046e9,
Pravastatin sodium,pravastatin sodium,cc9cfefda0327ea1b3550d9560ab7f4b,
Prednisolone acetate,prednisolone acetate,051bf52fed3c5c7109a46b54dd5dc305,
Prednisolone,prednisolone,20f831ba71153119ca75773ffa00327f,
PREDNISONE,prednisone,064922b022d38ee0187f6d4e57d3f6c1,
Pregabalin,pregabalin,3c381bf25de16015b79a4b82d46cc622,
Estetrol,estetrol,b8d2752c1258f60613c2c5064f1aaf3d,
ETHINYL ESTRADIOL,ethinyl estradiol,185367cc9bee10f11382a818cb34db92,
RITODRINE,ritodrine hydrochloride,94240a4be6634aae95083154885a7839,
Doxorubicin,doxorubicin hydrochloride,06d54b0b8414d2b64cd2f86ad8462dda,
Primaclone,primidone,58cc390ae63064fab5492c1360170edf,
PRUCALOPRIDE,prucalopride,5e67bec68ce14d4fd12b760062ed4359,
RIFAPENTINE,rifapentine,e9b1d26bf48f73b78680aeeb5b0e4c68,
Pa-824,pretomanid,073997d403098d4fd60635ca146f58cd,
Ranolazine,ranolazine,7da76de413c86b164a5da3cea2ddedf0,
Regorafenib,regorafenib,bfcbe3ed97364e26e11f679108862666,
RELUGOLIX,relugolix,a7b4c2213ff2014d4335d0d59e70cc18,
Tivozanib,tivozanib,9adf11ed73f45e29ce1944a59d84f519,
Axitinib,axitinib,f95414d9191cbbe923a1182052c60861,
Piroxicam,piroxicam,ad2f5aa28715f5f248e1603134beaa6f,
Rifaximin (xifaxan),rifaximin,b27ddecbf97850bbc9ee07899cee6418,
RIOCIGUAT,riociguat,fe0e2fc8ac99aad4abb23489d3ae1081,
"Apex biotech,a3126",rivaroxaban,fd31e33fb4c0004a1638860b7bf92088,
Rosiglitazone,rosiglitazone,68958d75b04c157a37ac63e934d8d68a,
Safinamide mesilate,safinamide mesylate,18f65ca1fa7f202a1348558c051eb457,
Risperidone,risperidone,bbc632e09b985ddc8a7f5a2730525296,
HALOPERIDOL HYDROCHLORIDE,haloperidol,4c1285cea8134cdbf768040e543b6a7c,
Doxercalciferol-d3,doxercalciferol,2e14e5ba239de82876389868a256e169,
Sertraline hydrochloride,sertraline hydrochloride,60069f6153fe0f7689f62c8aafaf39c1,
Sildenafil citrate salt,sildenafil citrate,c2ba21151e817d69b798b9412a31afc5,
Simvastatin,simvastatin,ab9c0c7e76ccc898e0f95c9cc26e8a3d,
SITAGLIPTIN PHOSPHATE,sitagliptin,11ccad50a040fee6393c0a055dca0f1f,
Pazopanib,pazopanib,a230f547805efb7f078ae5eac30c9834,
Sonidegib,sonidegib,56a30c3faede0378f0d68131d9200ed2,
Sorafenib,sorafenib,f17dff4f4e619cd2198ea65be7d0b766,
(S)-BICALUTAMIDE,bicalutamide,f4937a05b1943c8237cd96ab3e3405ad,
SULBACTAM,sulbactam,62ba6033d90f89ef279b666743226980,
SULFAMETHOXAZOLE,sulfamethoxazole,78f03645adec8b541e3a9b930834ed81,
Avobenzone,avobenzone,fc238b24854c187d1da95bcbe397a45e,
"2-Ethylhexyl-2-cyano-3,3-diphenylacrylate",octocrylene,96c28d939216aaf151f3534cafac4dbb,
Thiotepa,thiotepa,1140f96aed301537589d8ef041077f0e,
Dabrafenib,dabrafenib,03ba347ff786342a70023d4ce5b6021e,
TALAZOPARIB,talazoparib,1159a0c5e1a82f9aa5e91ed91e785c60,
Tamoxifen citrate,tamoxifen citrate,7dd3f1a65b5071231d3db5c7b71f8e83,
Tamsulosin hydrochloride,tamsulosin hydrochloride,3d5564e01ec437cb91a15b5e7286a6ef,
Tazemetostat,tazemetostat,c893a64ad96c98b53c5d1356c718f08e,
NELARABINE,nelarabine,b36ae86d11e34e620de56d466e48f5bc,
Telaprevir (vx-950),telaprevir,93abc5bb3ae909584d28bd523fa9d355,
Teniposide,teniposide,196f901e9c879b0d2cf98636e6368a36,
Tenofovir,tenofovir,2049203660cab4538dce6ce7cf157f31,
TERAZOSIN HYDROCHLORIDE,terazosin hydrochloride,9bcca5cea3bcc073453f6682481cad8e,
Terbinafine,terbinafine hydrochloride,a4d4a06cddd8f1585f6f611abbbb678b,
Testosterone cypionate,testosterone cypionate,601b395e62b03c4afd93e04c8fe8be65,
EPITESTOSTERONE,testosterone,3602b04c22b8e66e43685dcba225285f,
Zucapsaicin,capsaicin,02017f85c719892b3db7e504c440b11f,
Lopinavir,lopinavir,9a1f2da7118175237ddc9ca45d1b74f9,
AMIODARONE,amiodarone hydrochloride,c033bdd7c1c78b2d51f660d1014e5707,
MENADIONE,menadione,c749891b3bbf7862d55a4ab5672fa690,
Theobromine,theobromine,2d79054a3192bff6e9dc7ae3c29b73e0,
Prazosin hydrochloride,prazosin hydrochloride,5388a988f8186bab94c649995262bbc6,
BAF-312,siponimod,d92207a8686386581be287163e8bb1fd,
ROLAPITANT,rolapitant,d27efa0072cfefcd84999f3cb64fffa4,
Eltrombopag,eltrombopag olamine,341c2e7e59fe289a249f44730a956cb7,
Tiopronin,tiopronin,dd86b0c97c0e8b6c6fec6ada4246350c,
Tipiracil,tipiracil,ead2e62e0c0e4dad3b247d3dcf8aaac5,
Tizanidine,tizanidine hydrochloride,2b85427b5858377337011af9bfb66a54,
Fluvastatin,fluvastatin,1f60c2574f096f2918711743513391de,
Tolnaftate,tolnaftate,3ba4bb967eea392178c19473a92bd5ed,
Torsemide,torsemide,5ffc494801674a8df15026cdc53d59c9,
Trametinib,trametinib,da91b8962580858f431288c354f944e4,
Travoprost,travoprost,9ff578c1b16a36f4e6b56b6ea2d7da26,
Trazodone,trazodone hydrochloride,ff5fc47346cbec7d8b0c5e8380780de0,
Silodosin,silodosin,9ba340e4850982feba4cecb52730dcd1,
